,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,PC1_ProGeorgia,PC2_ProWest,TrustScore
37,2019-10-11,17,1,1,3,20201416,72,2,0,3,8,3,3,3,3,3,5,3,3,3,3,4,5,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,37,2019-10-11,17.0,23.4275,11.4175,15.966,39.732,41.585,0.45,1.1628825616623826,1.1143614110054112,0.9896446065339602
38,2019-10-11,18,1,1,3,180903107,70,2,0,1,8,1,2,2,2,2,4,3,2,4,1,2,2,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,38,2019-10-11,18.0,31.2175,12.6175,16.838,44.312,43.1375,0.4533333333333333,-1.1442397534586122,-0.10410476116330097,-0.9737790710123563
39,2019-10-11,18,1,1,3,20201419,66,1,0,3,2,3,1,2,2,2,3,2,2,4,3,3,2,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,39,2019-10-11,18.0,31.2175,12.6175,16.838,44.312,43.1375,0.4533333333333333,-0.7585450000591046,-0.0002669916491712668,-0.6455423727815274
41,2019-10-11,19,1,1,3,20201421,23,2,1,1,1,1,1,1,1,1,2,4,1,3,2,4,5,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,41,2019-10-11,19.0,34.7525,13.11,18.3,46.778,43.7475,0.4666666666666667,-1.4404109936910787,1.3128142268450924,-1.2258288309533178
42,2019-10-12,11,9,2,3,687909807,33,2,0,2,2,3,1,3,1,4,2,2,3,4,1,1,1,9,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,42,2019-10-12,11.0,14.5,0.585,18.815,36.11,19.59,0.02,-0.9843513627216984,-1.5352946291870069,-0.8377097130593211
44,2019-10-12,12,9,2,3,687909808,36,1,1,2,2,4,4,4,4,3,2,4,4,4,4,4,4,9,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,44,2019-10-12,12.0,10.92,0.835,16.369999999999997,39.095,22.56,0.04,2.11747925858248,-0.2766859631177483,1.8020322918145866
45,2019-10-12,13,1,1,3,211003725,51,1,0,1,2,1,5,4,2,5,4,4,4,5,5,5,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,45,2019-10-12,13.0,23.435,9.25,11.656,37.17,58.4125,0.3633333333333333,2.2802270797023887,0.8791017076656479,1.9405351025938853
47,2019-10-12,13,1,1,3,20201403,19,1,0,3,1,4,2,2,1,4,4,4,4,5,3,5,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,47,2019-10-12,13.0,23.435,9.25,11.656,37.17,58.4125,0.3633333333333333,0.985708967331306,0.8576355447862324,0.838865071411056
48,2019-10-12,14,9,2,3,687909810,28,2,1,2,2,3,3,3,3,3,3,3,3,3,4,3,3,9,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,48,2019-10-12,14.0,9.19,0.6100000000000001,10.175,28.685,28.55,0.1,0.7719263449228158,0.052028707733483275,0.6569302602683014
50,2019-10-12,14,1,1,3,20205108,20,2,0,2,1,3,3,3,3,1,3,3,3,3,3,3,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,50,2019-10-12,14.0,27.6375,9.075,12.888,36.636,58.2575,0.41,0.30221076621225107,-0.011995020860476786,0.25718956038940194
51,2019-10-12,14,1,1,3,10100512,53,1,1,3,2,4,4,5,4,4,3,3,4,5,4,4,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,51,2019-10-12,14.0,27.6375,9.075,12.888,36.636,58.2575,0.41,2.511295809943739,-0.42700088980182105,2.1371808604381703
52,2019-10-12,14,1,1,3,20201422,70,2,0,1,8,3,3,3,1,4,4,3,3,4,3,4,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,52,2019-10-12,14.0,27.6375,9.075,12.888,36.636,58.2575,0.41,0.6978203739773682,0.5329384771282968,0.5938640686545202
53,2019-10-12,14,9,2,3,687909811,53,2,1,1,6,1,2,1,1,1,2,2,2,5,1,4,4,9,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,53,2019-10-12,14.0,9.19,0.6100000000000001,10.175,28.685,28.55,0.1,-1.4015122848464612,0.23163004686834177,-1.1927249744863508
55,2019-10-12,15,1,1,3,20201425,43,2,1,3,8,4,2,1,1,1,3,3,3,3,3,2,2,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,55,2019-10-12,15.0,32.7025,10.505,14.016,41.462,57.932500000000005,0.4566666666666667,-0.7094812304768321,0.1092713883588901,-0.6037877738700872
56,2019-10-12,15,1,1,3,120605218,57,1,0,3,8,1,1,1,1,1,3,3,1,4,4,5,2,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,56,2019-10-12,15.0,32.7025,10.505,14.016,41.462,57.932500000000005,0.4566666666666667,-1.3582798730619572,1.3484116658736494,-1.1559330192532902
59,2019-10-12,15,1,1,3,10100504,42,2,1,1,5,4,2,4,3,3,2,3,4,5,3,4,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,59,2019-10-12,15.0,32.7025,10.505,14.016,41.462,57.932500000000005,0.4566666666666667,1.155769876411678,-0.6224332974074922,0.9835915184334121
60,2019-10-12,15,1,1,3,150701326,22,1,0,2,1,3,2,3,2,4,3,2,4,3,3,3,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,60,2019-10-12,15.0,32.7025,10.505,14.016,41.462,57.932500000000005,0.4566666666666667,0.5953371366384416,-0.025864389778116795,0.5066480535243061
63,2019-10-12,16,9,2,3,687909813,26,2,0,2,2,1,1,1,1,1,3,3,1,5,1,1,4,9,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,63,2019-10-12,16.0,8.81,0.565,9.59,32.605000000000004,34.46,0.1,-1.9540424858640613,0.13577955987848073,-1.662943164535147
66,2019-10-12,17,1,1,3,30205301,61,2,0,3,8,2,1,1,1,3,1,1,2,5,1,3,1,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,66,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,-1.8627189365200458,-1.1364735747117687,-1.5852243466274774
67,2019-10-12,17,1,1,3,80505507,50,2,1,2,2,3,3,3,1,3,4,3,3,3,4,3,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,67,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,0.5318096221744697,0.6292362862420595,0.4525844153475469
68,2019-10-12,17,1,1,3,10100510,64,2,0,3,2,2,2,2,1,2,2,2,2,5,3,1,1,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,68,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,-1.2571362601288028,-0.9789890201105544,-1.069857060833582
70,2019-10-12,17,1,1,3,40303325,51,2,1,3,2,2,2,2,2,2,4,2,2,4,4,4,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,70,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,-0.08605487210318988,1.08479413251141,-0.07323503064758924
71,2019-10-12,17,1,1,3,180904408,21,2,1,3,1,3,2,2,3,4,3,3,4,3,4,4,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,71,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,0.8244907529522838,0.3380160368524246,0.701663997463267
72,2019-10-12,17,1,1,3,30203617,48,2,1,3,2,3,3,3,2,3,3,3,3,3,3,3,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,72,2019-10-12,17.0,23.2175,9.305,16.253999999999998,61.394000000000005,59.8525,0.48,0.43833733103406247,0.01868442835354653,0.3730369598803003
73,2019-10-12,18,1,1,3,30205304,26,1,1,1,1,2,1,1,1,3,1,2,2,1,2,1,4,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,73,2019-10-12,18.0,21.375,8.75,12.384,30.888,60.69,0.4566666666666667,-1.6831517532672016,-0.2581791800402631,-1.432407802399113
74,2019-10-12,18,1,1,3,120605226,39,1,1,3,2,3,1,3,3,4,1,1,3,4,2,2,3,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,74,2019-10-12,18.0,21.375,8.75,12.384,30.888,60.69,0.4566666666666667,-0.31966971600034105,-1.4578917311563893,-0.2720476002836719
75,2019-10-12,18,1,1,3,80505513,61,2,1,1,6,2,3,2,1,2,3,2,4,4,4,3,1,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,75,2019-10-12,18.0,21.375,8.75,12.384,30.888,60.69,0.4566666666666667,-0.19986257318197867,-0.197795042047878,-0.17008847162932078
77,2019-10-12,19,1,1,3,30205307,79,2,0,3,8,3,2,3,1,4,2,3,3,5,2,3,2,1,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,77,2019-10-12,19.0,28.9,9.6675,13.78,30.196,60.18,0.4066666666666667,-0.042281885889930725,-0.7174565176522892,-0.03598303191100979
78,2019-10-13,12,1,1,3,201011006,25,2,1,3,1,1,1,2,1,4,2,2,1,1,4,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,78,2019-10-13,12.0,24.62,7.75,12.49,32.04600000000001,44.14,0.2733333333333334,-0.9818329416203013,1.0929090746764711,-0.835566468382562
79,2019-10-13,13,1,1,3,150801004,46,2,1,3,2,1,1,1,1,2,3,4,1,4,3,3,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,79,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,-1.2003619844375297,1.1780891880974893,-1.0215406120535606
80,2019-10-13,13,1,1,3,20201418,25,1,1,4,1,2,2,2,1,2,3,2,2,4,3,4,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,80,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,-0.6449125840622412,0.556032108012568,-0.5488381041596301
81,2019-10-13,13,1,1,3,10100516,52,2,1,1,6,1,1,1,1,2,3,3,1,3,3,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,81,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,-1.2896657567371577,1.3837282525281829,-1.0975405449041507
82,2019-10-13,13,1,1,3,170900701,63,2,0,3,2,2,3,4,4,4,2,3,4,4,2,1,2,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,82,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,0.6129622324173664,-1.767016659395919,0.521647488163968
83,2019-10-13,13,1,1,3,201011015,80,2,0,3,8,2,4,4,4,4,2,3,4,4,4,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,83,2019-10-13,13.0,21.4825,8.5425,13.474,33.998000000000005,43.6875,0.29,1.7694188399952178,-0.37616237584235274,1.505823433449366
85,2019-10-13,14,1,1,3,80505516,57,1,0,1,2,2,1,1,1,3,4,3,2,3,5,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,85,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-0.30751288663327886,1.8119798828948521,-0.2617018087030774
86,2019-10-13,14,1,1,3,180904020,37,1,1,1,2,2,2,2,2,2,3,2,2,4,2,2,2,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,86,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-1.0013356244217133,-0.4368506460015849,-0.8521637805133492
87,2019-10-13,14,1,1,3,221008804,60,1,0,3,2,3,2,2,1,4,4,2,2,4,2,4,4,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,87,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-0.09919968717222666,0.7185056195973338,-0.08442162486253912
88,2019-10-13,14,1,1,3,211005113,73,1,0,3,2,1,1,1,1,1,1,3,1,4,1,1,1,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,88,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,-2.6147576752315858,-0.9366502348796746,-2.225229714501035
90,2019-10-13,14,1,1,3,150801009,59,2,1,1,2,3,2,3,4,3,3,3,4,4,3,2,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,90,2019-10-13,14.0,23.020000000000003,7.28,15.37,37.878,44.235,0.3033333333333333,0.7290229926471533,-0.6501797839570217,0.6204183436039571
95,2019-10-13,15,1,1,3,80505518,64,1,0,4,2,2,1,2,2,5,2,4,2,5,2,3,3,1,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,95,2019-10-13,15.0,22.6075,9.2925,14.84,33.776,45.9275,0.3233333333333333,-0.2963486168070237,-0.19616294915051757,-0.2522007122177637
