,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour
0,2019-10-09,15,1,1,3,50306501,37,2,0,1,2,1,1,1,1,3,3,3,1,4,2,4,4,1,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,25.816666666666663,5.575,18.160000000000004,45.374,72.38,0.8333333333333334,0,2019-10-09,15.0,22.6725,10.75,7.118,28.162,35.005,0.3233333333333333
1,2019-10-09,16,1,1,3,50306502,34,2,0,3,6,4,3,3,3,3,3,3,3,4,4,5,5,1,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,25.816666666666663,5.575,18.160000000000004,45.374,72.38,0.8333333333333334,1,2019-10-09,16.0,22.355,10.75,6.856,22.538,37.6,0.35000000000000003
2,2019-10-09,17,1,1,3,50306513,31,2,0,3,2,3,2,3,3,4,3,4,3,3,4,3,2,1,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,25.816666666666663,5.575,18.160000000000004,45.374,72.38,0.8333333333333334,2,2019-10-09,17.0,20.535,10.25,7.540000000000001,26.625999999999998,40.4,0.3333333333333333
3,2019-10-09,18,1,1,3,50306507,55,1,1,1,2,2,2,1,1,3,4,4,2,2,2,3,2,1,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,25.816666666666663,5.575,18.160000000000004,45.374,72.38,0.8333333333333334,3,2019-10-09,18.0,25.575,10.5,8.264,26.660000000000004,42.645,0.35000000000000003
4,2019-10-10,11,1,1,3,221010102,29,1,1,3,2,3,3,2,1,3,3,3,3,5,1,3,3,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,4,2019-10-10,11.0,31.715,9.665,19.032,50.604,19.975,0.48
5,2019-10-10,12,1,1,3,221010103,78,2,0,1,8,3,4,3,3,2,3,4,3,4,3,-1,4,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,5,2019-10-10,12.0,26.5125,9.0775,13.684000000000001,43.39,20.5675,0.5166666666666667
6,2019-10-10,13,1,1,3,211003702,24,2,0,3,-1,1,1,1,2,2,3,4,1,5,3,5,4,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,6,2019-10-10,13.0,23.125,9.25,12.152,36.288,22.415000000000003,0.5299999999999999
7,2019-10-10,14,1,1,3,211003706,23,1,0,1,1,1,1,2,1,5,1,3,1,1,1,5,4,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,7,2019-10-10,14.0,26.612499999999997,8.865,13.284,33.762,24.6,0.5466666666666667
8,2019-10-10,15,1,1,3,211003707,21,1,0,1,1,2,1,1,1,1,-1,4,3,4,-1,-1,5,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,8,2019-10-10,15.0,27.152499999999996,9.1125,12.712,33.42,27.134999999999998,0.5566666666666666
9,2019-10-10,17,1,1,3,180903101,65,2,0,4,2,2,2,3,3,3,3,1,1,3,2,3,-1,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,9,2019-10-10,17.0,27.3375,9.0875,17.356,44.398,33.455,0.45
10,2019-10-10,18,1,1,3,180903102,41,2,1,4,5,3,3,3,3,4,4,3,2,3,3,4,4,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,10,2019-10-10,18.0,33.707499999999996,8.49,21.23,52.653999999999996,35.4375,0.38000000000000006
11,2019-10-10,19,1,1,3,180903104,52,2,0,1,1,1,1,1,1,3,1,1,2,4,1,1,-1,1,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,23.586666666666662,5.5275,19.362,47.244,68.85000000000001,0.7933333333333333,11,2019-10-10,19.0,35.36,8.99,23.594,52.89399999999999,35.715,0.3433333333333333
12,2019-10-11,13,1,1,3,80505605,69,2,0,1,1,1,2,2,1,3,2,3,2,5,2,2,2,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,12,2019-10-11,13.0,22.23,8.7675,14.718,34.734,29.362499999999997,0.43
13,2019-10-11,13,1,1,3,20201401,22,2,0,2,1,4,3,3,3,4,3,3,3,3,4,4,4,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,13,2019-10-11,13.0,22.23,8.7675,14.718,34.734,29.362499999999997,0.43
14,2019-10-11,14,1,1,3,211003715,24,1,0,1,1,2,1,1,1,5,4,1,1,4,4,5,5,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,14,2019-10-11,14.0,22.11,10.3325,12.9,31.016,31.532500000000002,0.4466666666666667
15,2019-10-11,14,1,1,3,10100506,20,2,0,3,1,3,3,3,4,4,3,3,4,5,3,4,4,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,15,2019-10-11,14.0,22.11,10.3325,12.9,31.016,31.532500000000002,0.4466666666666667
16,2019-10-11,14,1,1,3,40302504,58,2,0,2,6,2,2,3,2,3,2,2,3,4,2,2,2,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,16,2019-10-11,14.0,22.11,10.3325,12.9,31.016,31.532500000000002,0.4466666666666667
17,2019-10-11,14,1,1,3,180904001,34,2,0,3,2,2,3,2,2,3,3,3,3,4,4,3,-1,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,17,2019-10-11,14.0,22.11,10.3325,12.9,31.016,31.532500000000002,0.4466666666666667
18,2019-10-11,14,9,2,3,687909801,50,2,1,1,2,3,3,4,3,4,3,1,1,5,3,3,3,9,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,35.33,1.09,34.56,78.16499999999999,53.12,0.23,18,2019-10-11,14.0,15.63,0.575,11.535,26.39,27.83,0.11
19,2019-10-11,14,1,1,3,20201405,47,2,1,5,2,1,1,2,2,3,4,4,3,5,1,5,5,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,19,2019-10-11,14.0,22.11,10.3325,12.9,31.016,31.532500000000002,0.4466666666666667
20,2019-10-11,14,1,1,3,211003717,60,1,1,3,2,2,4,4,1,-1,4,2,4,3,2,5,-1,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,20,2019-10-11,14.0,22.11,10.3325,12.9,31.016,31.532500000000002,0.4466666666666667
21,2019-10-11,15,1,1,3,10100509,65,2,0,3,1,1,1,1,1,3,3,3,3,4,4,3,1,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,21,2019-10-11,15.0,24.8675,10.75,14.431999999999999,33.942,34.652499999999996,0.47000000000000003
22,2019-10-11,15,1,1,3,20201409,18,1,0,3,1,4,2,3,3,4,4,2,4,4,4,4,4,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,22,2019-10-11,15.0,24.8675,10.75,14.431999999999999,33.942,34.652499999999996,0.47000000000000003
23,2019-10-11,15,9,2,3,687903602,44,2,0,2,5,1,1,1,1,1,1,3,3,5,1,3,3,9,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,35.33,1.09,34.56,78.16499999999999,53.12,0.23,23,2019-10-11,15.0,18.92,0.97,11.19,28.465000000000003,24.01,0.12
24,2019-10-11,15,1,1,3,120605210,52,2,1,2,2,1,1,2,3,2,1,3,2,3,3,2,-1,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,24,2019-10-11,15.0,24.8675,10.75,14.431999999999999,33.942,34.652499999999996,0.47000000000000003
25,2019-10-11,15,9,2,3,687909802,31,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,35.33,1.09,34.56,78.16499999999999,53.12,0.23,25,2019-10-11,15.0,18.92,0.97,11.19,28.465000000000003,24.01,0.12
26,2019-10-11,15,1,1,3,180904003,36,1,0,3,6,4,2,2,2,3,4,3,2,4,3,4,4,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,26,2019-10-11,15.0,24.8675,10.75,14.431999999999999,33.942,34.652499999999996,0.47000000000000003
27,2019-10-11,16,1,1,3,20201410,18,2,0,3,1,2,3,1,1,3,3,3,3,3,4,4,4,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,27,2019-10-11,16.0,26.9575,11.765,15.034,36.082,38.1375,0.47333333333333333
28,2019-10-11,16,1,1,3,80505616,59,1,0,2,2,2,2,2,1,3,3,3,2,4,3,4,4,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,28,2019-10-11,16.0,26.9575,11.765,15.034,36.082,38.1375,0.47333333333333333
29,2019-10-11,16,9,2,3,687909803,79,1,0,2,8,4,3,3,3,4,3,3,-1,4,3,3,3,9,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,35.33,1.09,34.56,78.16499999999999,53.12,0.23,29,2019-10-11,16.0,23.52,0.77,15.084999999999999,39.555,19.6,0.12
30,2019-10-11,16,9,2,3,687903603,32,2,0,1,1,-1,-1,4,1,1,4,4,4,5,4,4,4,9,22.72,0.51,20.185,50.945,47.75,0.32,26.09,0.63,9.09,24.4,44.49,0.41,22.44,0.495,16.32,50.41,54.19,0.21,32.81,0.97,11.08,29.33,46.06,0.23,15.28,0.55,15.235,39.515,38.44,0.18,35.33,1.09,34.56,78.16499999999999,53.12,0.23,30,2019-10-11,16.0,23.52,0.77,15.084999999999999,39.555,19.6,0.12
31,2019-10-11,17,1,1,3,180904004,52,2,0,3,2,4,4,4,4,4,3,3,4,4,3,3,4,1,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,17.21,8.66,9.642,24.838,44.21666666666667,0.57,19.19,9.9475,13.868,35.33,52.55,0.8533333333333332,18.916666666666668,9.285,10.034,26.492,56.696666666666665,0.8566666666666668,14.593333333333334,6.865,13.669999999999998,32.774,82.87333333333333,0.51,23.273333333333337,5.4,20.9,48.298,77.51666666666667,0.58,31,2019-10-11,17.0,23.427500000000002,11.4175,15.966,39.732,41.585,0.45
