,Unnamed: 0,INT_DATE,STRATUM,COUNTRY,ID,AGE,RESPSEX,RESEMPL,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,hour,NO2,SO2,PM2.5,PM10,O3,CO,SO2_Daily,PM2.5_Daily,PM10_Daily,O3_Daily,CO_Daily,PC1
228,228,2017-09-27,1,3,1005077004,52,2,0,2,8,4,3,-1,2,15,21.5,9.666666666666666,12.333333333333334,50.66666666666666,33.56,0.5133333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,
229,229,2017-09-27,1,3,1206049017,19,2,1,2,1,1,1,1,3,15,21.5,9.666666666666666,12.333333333333334,50.66666666666666,33.56,0.5133333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-2.2272012128459617
230,230,2017-09-27,1,3,1508025023,38,2,1,3,6,1,4,4,4,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,1.3028362370100843
231,231,2017-09-27,1,3,905002007,30,1,0,1,6,2,2,2,2,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.0256939985626672
232,232,2017-09-27,1,3,1306068007,25,2,0,1,4,2,2,2,2,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.0256939985626672
233,233,2017-09-27,1,3,1709001017,45,2,1,3,2,3,2,2,4,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.09077190034020599
234,234,2017-09-27,1,3,2110035013,52,2,0,3,4,5,5,3,2,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,2.4963350984660977
235,235,2017-09-27,1,3,1005077009,28,2,0,2,6,2,2,2,2,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.0256939985626672
236,236,2017-09-27,1,3,1206049019,41,2,0,3,2,5,5,5,5,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,4.543775746516086
237,237,2017-09-27,1,3,905002008,58,2,0,1,6,3,3,3,3,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.8307959164635839
238,238,2017-09-27,1,3,1508025002,33,2,0,3,6,-1,1,1,1,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,
239,239,2017-09-27,1,3,1709001014,34,1,0,1,6,2,2,2,2,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.0256939985626672
240,240,2017-09-27,1,3,603082016,22,2,0,3,1,3,3,3,3,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.8307959164635839
241,241,2017-09-27,1,3,1306068009,31,2,0,3,3,4,1,2,4,16,45.5,9.0,19.33333333333333,52.66666666666666,31.87,0.5533333333333333,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.01722303047304402
242,242,2017-09-27,1,3,2110035014,86,2,0,3,8,2,2,2,2,17,38.5,12.333333333333334,17.0,46.0,32.0,0.5666666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.0256939985626672
243,243,2017-09-27,1,3,1206049022,30,1,1,3,4,3,3,3,4,17,38.5,12.333333333333334,17.0,46.0,32.0,0.5666666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,1.1582872668350621
244,244,2017-09-27,1,3,1508025006,48,2,1,3,1,4,3,3,2,17,38.5,12.333333333333334,17.0,46.0,32.0,0.5666666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.9647877642520225
245,245,2017-09-27,1,3,905002009,72,2,0,1,8,-1,2,2,2,17,38.5,12.333333333333334,17.0,46.0,32.0,0.5666666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,
246,246,2017-09-27,1,3,1005077012,56,1,0,2,2,2,3,3,4,17,38.5,12.333333333333334,17.0,46.0,32.0,0.5666666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.6968040686751454
247,247,2017-09-27,1,3,1709021002,95,2,0,1,7,2,1,1,1,18,25.0,7.666666666666667,12.666666666666666,40.0,33.875,0.5166666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-2.4207007154290014
248,248,2017-09-27,1,3,1306068010,68,2,0,3,6,3,1,1,1,18,25.0,7.666666666666667,12.666666666666666,40.0,33.875,0.5166666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-1.9592175172690842
249,249,2017-09-27,1,3,1206049023,29,2,0,3,6,3,3,3,3,18,25.0,7.666666666666667,12.666666666666666,40.0,33.875,0.5166666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.8307959164635839
250,250,2017-09-27,1,3,905002005,40,2,0,1,3,2,2,2,3,18,25.0,7.666666666666667,12.666666666666666,40.0,33.875,0.5166666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,-0.6982026481911888
251,251,2017-09-27,1,3,1508025009,37,2,1,1,1,3,3,3,3,18,25.0,7.666666666666667,12.666666666666666,40.0,33.875,0.5166666666666667,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.8307959164635839
252,252,2017-09-27,1,3,1508025011,24,2,1,1,1,3,3,3,3,19,28.0,11.666666666666666,15.333333333333334,36.66666666666666,34.125,0.4866666666666666,21.043333333333333,18.78333333333333,57.70333333333334,55.37,0.6966666666666667,0.8307959164635839
253,253,2017-09-28,1,3,1206042003,22,2,0,1,2,2,2,2,2,13,42.0,9.666666666666666,6.0,13.5,12.19,0.71,9.57,10.695,24.745,22.06,0.9466666666666668,-1.0256939985626672
254,254,2017-09-28,1,3,905002001,25,2,0,3,4,4,3,3,3,13,42.0,9.666666666666666,6.0,13.5,12.19,0.71,9.57,10.695,24.745,22.06,0.9466666666666668,1.2922791146235009
255,255,2017-09-28,1,3,1909084001,73,1,0,2,8,3,3,3,2,13,42.0,9.666666666666666,6.0,13.5,12.19,0.71,9.57,10.695,24.745,22.06,0.9466666666666668,0.5033045660921055
256,256,2017-09-28,1,3,704003004,46,2,0,3,4,1,3,3,3,13,42.0,9.666666666666666,6.0,13.5,12.19,0.71,9.57,10.695,24.745,22.06,0.9466666666666668,-0.09217047985624946
257,257,2017-09-28,1,3,1909084003,75,2,0,2,8,2,2,2,2,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,-1.0256939985626672
258,258,2017-09-28,1,3,905002011,64,1,1,3,4,2,2,2,3,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,-0.6982026481911888
259,259,2017-09-28,1,3,907035016,57,1,0,3,3,2,2,2,4,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,-0.3707112978197104
260,260,2017-09-28,1,3,704003005,25,2,0,1,2,3,4,4,4,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,2.225802633329918
261,261,2017-09-28,1,3,1206042010,30,1,0,1,2,5,4,4,4,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,3.1487690296497512
262,262,2017-09-28,1,3,1608037001,62,2,1,1,6,2,2,2,1,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,-1.3531853489341452
263,263,2017-09-28,1,3,907035017,61,2,0,2,4,2,4,4,4,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,1.764319435170001
264,264,2017-09-28,1,3,1909084004,38,1,0,2,4,2,2,1,2,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,-1.5581772970304442
265,265,2017-09-28,1,3,905002012,68,1,0,1,2,4,2,2,2,14,41.5,11.333333333333334,10.0,23.0,12.685,0.7766666666666667,9.57,10.695,24.745,22.06,0.9466666666666668,-0.10272760224283345
266,266,2017-09-28,1,3,1206042011,22,2,1,3,1,2,4,3,4,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,1.2318361367022246
267,267,2017-09-28,1,3,603069009,72,2,0,-3,-3,2,2,2,2,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,-1.0256939985626672
268,268,2017-09-28,1,3,704003006,21,2,1,1,1,1,1,3,4,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,-0.8347432655389296
269,269,2017-09-28,1,3,1608037004,23,2,0,3,1,4,3,3,3,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,1.2922791146235009
270,270,2017-09-28,1,3,1508025007,36,2,1,1,4,1,1,-1,3,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,
271,271,2017-09-28,1,3,2110065018,52,1,1,3,4,1,1,2,4,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,-1.3672265640067063
272,272,2017-09-28,1,3,1909084005,44,2,0,2,2,3,3,3,3,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,0.8307959164635839
273,273,2017-09-28,1,3,1608037007,27,2,0,3,1,3,3,3,3,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,0.8307959164635839
274,274,2017-09-28,1,3,905002013,61,2,0,1,4,-1,2,2,2,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,
275,275,2017-09-28,1,3,1909084006,63,1,0,2,2,2,3,3,3,15,59.5,11.333333333333334,6.5,22.0,13.25,0.8533333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,0.3693127183036672
276,276,2017-09-28,1,3,907035023,55,2,1,1,6,3,3,3,2,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,0.5033045660921055
277,277,2017-09-28,1,3,1508025024,60,2,1,1,1,1,1,1,1,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,-2.882183913588918
278,278,2017-09-28,1,3,704003010,73,1,0,3,2,1,1,1,4,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,-1.8997098624744833
279,279,2017-09-28,1,3,2110065013,34,2,1,3,6,1,1,1,1,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,-2.882183913588918
280,280,2017-09-28,1,3,1608037011,51,1,0,1,1,-1,2,2,2,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,
281,281,2017-09-28,1,3,1909084007,56,2,1,1,6,2,3,2,2,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,-0.4906619305355878
282,282,2017-09-28,1,3,1608037010,54,1,1,1,4,1,1,1,1,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,-2.882183913588918
283,283,2017-09-28,1,3,1106036012,31,1,1,3,2,4,4,4,4,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,2.6872858314898345
284,284,2017-09-28,1,3,101017004,43,2,1,2,4,3,4,4,4,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,2.225802633329918
285,285,2017-09-28,1,3,1206049024,41,1,1,3,5,3,2,3,3,16,47.5,11.333333333333334,8.0,17.0,12.875,0.9066666666666666,9.57,10.695,24.745,22.06,0.9466666666666668,0.29576384843650455
286,286,2017-09-28,1,3,905002015,22,2,1,1,1,4,4,4,4,17,50.0,10.333333333333334,10.5,21.5,13.31,0.89,9.57,10.695,24.745,22.06,0.9466666666666668,2.6872858314898345
287,287,2017-09-28,1,3,907035024,40,2,0,3,2,3,3,3,2,17,50.0,10.333333333333334,10.5,21.5,13.31,0.89,9.57,10.695,24.745,22.06,0.9466666666666668,0.5033045660921055
288,288,2017-09-28,1,3,1909084008,74,2,0,2,1,2,1,2,2,17,50.0,10.333333333333334,10.5,21.5,13.31,0.89,9.57,10.695,24.745,22.06,0.9466666666666668,-1.5607260665897464
289,289,2017-09-28,1,3,2110037020,35,2,0,2,4,2,2,2,2,17,50.0,10.333333333333334,10.5,21.5,13.31,0.89,9.57,10.695,24.745,22.06,0.9466666666666668,-1.0256939985626672
290,290,2017-09-28,1,3,1608037021,69,1,0,3,2,3,1,1,1,17,50.0,10.333333333333334,10.5,21.5,13.31,0.89,9.57,10.695,24.745,22.06,0.9466666666666668,-1.9592175172690842
291,291,2017-09-28,1,3,1106036010,45,2,1,1,4,4,4,4,4,17,50.0,10.333333333333334,10.5,21.5,13.31,0.89,9.57,10.695,24.745,22.06,0.9466666666666668,2.6872858314898345
292,292,2017-09-28,1,3,704003015,71,2,0,3,2,3,3,3,4,18,39.0,11.666666666666666,6.0,12.5,13.75,0.8333333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,1.1582872668350621
293,293,2017-09-28,1,3,101017014,43,2,1,1,6,2,2,2,2,18,39.0,11.666666666666666,6.0,12.5,13.75,0.8333333333333334,9.57,10.695,24.745,22.06,0.9466666666666668,-1.0256939985626672
294,294,2017-09-28,1,3,603014004,34,2,1,1,6,-1,-1,-1,-1,20,43.5,9.666666666666666,5.5,14.0,13.815,0.82,9.57,10.695,24.745,22.06,0.9466666666666668,
295,295,2017-09-29,1,3,2210080012,31,2,0,3,2,-1,3,3,4,12,37.0,8.333333333333334,9.0,24.5,24.25,0.5133333333333333,8.9,6.35,13.935,26.815,0.75,
296,296,2017-09-29,1,3,1909084009,39,2,0,1,4,3,3,2,3,12,37.0,8.333333333333334,9.0,24.5,24.25,0.5133333333333333,8.9,6.35,13.935,26.815,0.75,0.2983126179958071
297,297,2017-09-29,1,3,905002018,30,2,1,1,2,2,2,2,4,13,43.0,11.333333333333334,8.5,29.0,22.625,0.6,8.9,6.35,13.935,26.815,0.75,-0.3707112978197104
298,298,2017-09-29,1,3,704003016,64,2,0,3,2,3,4,2,1,13,43.0,11.333333333333334,8.5,29.0,22.625,0.6,8.9,6.35,13.935,26.815,0.75,0.17836198527992966
299,299,2017-09-29,1,3,1909067010,33,2,0,3,2,1,1,1,1,13,43.0,11.333333333333334,8.5,29.0,22.625,0.6,8.9,6.35,13.935,26.815,0.75,-2.882183913588918
300,300,2017-09-29,1,3,2210080018,48,2,1,3,6,1,2,1,2,13,43.0,11.333333333333334,8.5,29.0,22.625,0.6,8.9,6.35,13.935,26.815,0.75,-2.0196604951903607
301,301,2017-09-29,1,3,1909084010,76,1,0,2,2,2,3,3,2,13,43.0,11.333333333333334,8.5,29.0,22.625,0.6,8.9,6.35,13.935,26.815,0.75,0.04182136793218874
302,302,2017-09-29,1,3,603082020,60,2,0,3,2,1,2,2,4,13,43.0,11.333333333333334,8.5,29.0,22.625,0.6,8.9,6.35,13.935,26.815,0.75,-0.8321944959796274
303,303,2017-09-29,1,3,907026003,58,2,0,1,1,1,1,1,2,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,-2.55469256321744
304,304,2017-09-29,1,3,905002019,63,1,1,1,1,4,3,3,4,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,1.6197704649949791
305,305,2017-09-29,1,3,1909084012,26,1,1,1,4,3,2,3,4,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,0.6232551988079826
306,306,2017-09-29,1,3,2210091001,22,2,0,3,5,2,1,1,1,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,-2.4207007154290014
307,307,2017-09-29,1,3,704003017,65,2,0,1,2,4,1,2,2,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,-0.6377596702699125
308,308,2017-09-29,1,3,1005077013,66,1,0,1,2,3,3,3,4,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,1.1582872668350621
309,309,2017-09-29,1,3,1909067013,78,2,0,3,8,-1,3,3,4,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,
310,310,2017-09-29,1,3,202014007,60,1,1,3,1,1,3,3,3,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,-0.09217047985624946
311,311,2017-09-29,1,3,905002021,78,1,0,2,4,4,2,3,3,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,0.7572470465964214
312,312,2017-09-29,1,3,1909084013,70,1,0,1,2,3,-1,-1,4,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,
313,313,2017-09-29,1,3,1809033020,75,2,0,3,8,-1,1,1,1,14,46.5,9.333333333333334,11.5,29.0,21.5,0.6633333333333334,8.9,6.35,13.935,26.815,0.75,
314,314,2017-09-29,1,3,704003018,24,1,0,4,2,1,1,1,1,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,-2.882183913588918
315,315,2017-09-29,1,3,101003001,40,2,1,3,6,1,2,2,1,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,-1.8146685470940622
316,316,2017-09-29,1,3,1809039013,35,1,1,1,1,3,3,2,5,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,0.9532953187387637
317,317,2017-09-29,1,3,907026005,53,1,1,3,3,4,1,2,1,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,-0.9652510206413909
318,318,2017-09-29,1,3,403068001,25,2,1,3,1,3,2,2,2,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,-0.5642108004027505
319,319,2017-09-29,1,3,1909084015,25,2,0,2,1,3,1,1,3,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,-1.3042348165261277
320,320,2017-09-29,1,3,2210091020,63,2,0,1,4,3,4,4,4,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,2.225802633329918
321,321,2017-09-29,1,3,1909067018,21,1,0,3,1,2,2,2,4,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,-0.3707112978197104
322,322,2017-09-29,1,3,1809033021,49,2,0,3,2,3,3,3,3,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,0.8307959164635839
323,323,2017-09-29,1,3,1005077015,24,1,1,4,1,-1,3,3,3,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,
324,324,2017-09-29,1,3,202014011,77,2,0,3,1,4,4,3,1,15,34.0,8.333333333333334,8.0,22.5,21.185,0.6966666666666667,8.9,6.35,13.935,26.815,0.75,1.172328481907623
325,325,2017-09-29,1,3,1909084016,49,1,1,2,5,2,3,3,4,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,0.6968040686751454
326,326,2017-09-29,1,3,907026006,20,2,0,3,1,4,3,3,4,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,1.6197704649949791
327,327,2017-09-29,1,3,101003002,56,2,0,1,1,-1,-1,-1,-1,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,
328,328,2017-09-29,1,3,905002024,64,1,0,1,8,4,3,3,4,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,1.6197704649949791
329,329,2017-09-29,1,3,1909067020,75,2,0,3,8,2,2,2,2,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,-1.0256939985626672
330,330,2017-09-29,1,3,704003021,68,1,1,1,2,1,3,1,3,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,-1.1571370767918028
331,331,2017-09-29,1,3,403068003,88,2,0,3,8,1,1,1,4,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,-1.8997098624744833
332,332,2017-09-29,1,3,1005077016,26,1,0,3,1,-1,3,3,4,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,
333,333,2017-09-29,1,3,2210091023,62,2,0,1,4,1,3,3,3,16,33.5,9.333333333333334,10.5,27.5,21.685,0.7033333333333333,8.9,6.35,13.935,26.815,0.75,-0.09217047985624946
334,334,2017-09-29,1,3,1809033024,23,2,0,3,5,3,1,2,4,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,-0.4442601676868729
335,335,2017-09-29,1,3,1909067021,64,2,0,1,8,2,2,2,2,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,-1.0256939985626672
336,336,2017-09-29,1,3,1306062011,61,2,0,3,2,5,1,3,1,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,0.0287154759863028
337,337,2017-09-29,1,3,2110068002,78,1,0,3,2,4,4,4,1,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,1.7048117803753997
338,338,2017-09-29,1,3,2110037001,38,1,0,3,6,3,3,3,3,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,0.8307959164635839
339,339,2017-09-29,1,3,1005077021,81,2,0,1,8,3,3,3,3,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,0.8307959164635839
340,340,2017-09-29,1,3,704003024,62,2,1,3,8,1,1,1,1,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,-2.882183913588918
341,341,2017-09-29,1,3,805065007,38,2,0,1,2,3,3,3,3,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,0.8307959164635839
342,342,2017-09-29,1,3,905002017,56,2,0,3,2,2,2,2,2,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,-1.0256939985626672
343,343,2017-09-29,1,3,1709001019,20,2,0,1,1,2,3,3,3,17,46.5,10.666666666666666,12.0,28.5,22.375,0.7133333333333333,8.9,6.35,13.935,26.815,0.75,0.3693127183036672
344,344,2017-09-29,1,3,1005077022,38,2,1,1,1,2,2,2,3,18,42.5,8.333333333333334,11.5,29.5,24.0,0.6666666666666666,8.9,6.35,13.935,26.815,0.75,-0.6982026481911888
345,345,2017-09-29,1,3,1709001023,19,1,0,3,1,4,4,4,2,18,42.5,8.333333333333334,11.5,29.5,24.0,0.6666666666666666,8.9,6.35,13.935,26.815,0.75,2.032303130746878
346,346,2017-09-30,1,3,1909084002,38,1,1,2,3,2,2,1,2,12,23.5,9.666666666666666,12.0,37.0,21.94,0.3233333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,-1.5581772970304442
347,347,2017-09-30,1,3,907035021,40,1,1,1,4,4,4,4,3,12,23.5,9.666666666666666,12.0,37.0,21.94,0.3233333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,2.359794481118356
348,348,2017-09-30,1,3,101028022,69,2,0,1,4,3,1,1,3,12,23.5,9.666666666666666,12.0,37.0,21.94,0.3233333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,-1.3042348165261277
349,349,2017-09-30,1,3,1909067003,67,1,0,3,2,3,3,3,3,12,23.5,9.666666666666666,12.0,37.0,21.94,0.3233333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,0.8307959164635839
350,350,2017-09-30,1,3,1005077023,53,1,1,2,2,3,3,3,2,12,23.5,9.666666666666666,12.0,37.0,21.94,0.3233333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,0.5033045660921055
351,351,2017-09-30,1,3,1909084017,64,2,0,2,6,2,3,3,2,12,23.5,9.666666666666666,12.0,37.0,21.94,0.3233333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,0.04182136793218874
352,352,2017-09-30,1,3,1608043001,75,2,0,3,8,3,2,2,2,13,31.0,11.0,6.5,27.5,22.685,0.3533333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,-0.5642108004027505
353,353,2017-09-30,1,3,805065009,78,1,0,2,8,3,3,3,3,13,31.0,11.0,6.5,27.5,22.685,0.3533333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,0.8307959164635839
354,354,2017-09-30,1,3,101028013,26,2,1,3,6,2,1,2,-1,13,31.0,11.0,6.5,27.5,22.685,0.3533333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,
355,355,2017-09-30,1,3,1909084018,36,2,0,2,2,2,-1,-1,-1,13,31.0,11.0,6.5,27.5,22.685,0.3533333333333333,9.513333333333334,9.004999999999999,22.255000000000003,30.5,0.8033333333333333,
