,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,TRUST_SCORE
206,2019-10-16,12,1,1,3,140703905,27,1,1,3,2,1,1,1,1,1,1,2,1,3,1,2,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,206,2019-10-16,12.0,34.9075,7.75,15.536,42.238,22.475,0.4866666666666666,-2.301229647351625
207,2019-10-16,13,1,1,3,221010412,74,2,0,3,8,3,2,2,2,2,2,3,3,3,2,3,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,207,2019-10-16,13.0,34.455,8.7225,15.654000000000002,42.194,25.465,0.4966666666666666,-0.4508395034376627
209,2019-10-16,13,1,1,3,130608110,50,1,0,3,2,1,1,1,1,1,3,3,3,5,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,209,2019-10-16,13.0,34.455,8.7225,15.654000000000002,42.194,25.465,0.4966666666666666,-0.936892726783961
214,2019-10-16,14,1,1,3,130608111,32,1,0,3,1,4,1,3,1,3,3,1,1,3,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,214,2019-10-16,14.0,34.80500000000001,8.6125,16.832,46.510000000000005,29.4575,0.5133333333333333,-0.5648330183531497
215,2019-10-16,14,1,1,3,190906801,33,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,215,2019-10-16,14.0,34.80500000000001,8.6125,16.832,46.510000000000005,29.4575,0.5133333333333333,-1.9861001534683291
216,2019-10-16,14,1,1,3,80507408,43,2,1,3,2,3,3,4,4,3,4,3,4,3,4,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,216,2019-10-16,14.0,34.80500000000001,8.6125,16.832,46.510000000000005,29.4575,0.5133333333333333,1.229942343141684
219,2019-10-16,14,1,1,3,120608211,35,2,1,3,2,3,3,3,2,3,3,2,3,3,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,219,2019-10-16,14.0,34.80500000000001,8.6125,16.832,46.510000000000005,29.4575,0.5133333333333333,0.2681600337422616
221,2019-10-16,15,1,1,3,130608112,29,2,0,3,2,2,1,1,1,3,3,3,1,5,1,1,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,221,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,-1.5920104763666147
222,2019-10-16,15,9,2,3,697905501,62,2,0,2,1,2,2,2,2,3,3,3,3,2,3,2,2,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,222,2019-10-16,15.0,31.91,1.265,28.82,64.91499999999999,26.37,0.12,-0.4188706735027824
225,2019-10-16,15,1,1,3,221008408,71,2,0,3,8,1,1,1,1,1,4,4,1,1,3,4,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,225,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,-1.5169731138934213
226,2019-10-16,15,1,1,3,170900712,19,1,0,1,1,3,3,2,2,3,3,3,3,3,4,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,226,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,0.3450436810236916
227,2019-10-16,15,1,1,3,140703708,58,2,0,3,8,3,3,3,3,5,1,1,5,5,3,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,227,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,1.0184436548330156
229,2019-10-16,15,1,1,3,130608113,36,2,0,3,2,3,3,1,1,3,3,3,3,5,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,229,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,0.017386108478971225
230,2019-10-16,16,1,1,3,201003221,34,1,0,2,-1,1,2,1,1,1,1,1,1,4,1,1,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,230,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,-2.24577059523869
232,2019-10-16,16,1,1,3,180905012,85,2,0,1,8,3,3,3,3,3,3,3,3,3,4,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,232,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.6569302602683014
233,2019-10-16,16,1,1,3,221010419,42,1,0,2,6,2,1,2,1,3,2,2,1,4,2,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,233,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,-0.9920287087559764
234,2019-10-16,16,1,1,3,170900714,81,2,0,3,2,2,2,3,4,4,1,2,4,4,2,2,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,234,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.0722051422724863
235,2019-10-16,16,1,1,3,140703710,81,2,0,1,8,4,2,1,1,4,1,4,4,5,4,4,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,235,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.6032774949173163
238,2019-10-16,16,1,1,3,130608114,59,2,0,3,2,3,1,1,1,3,3,3,3,5,3,1,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,238,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,-0.5464162211122875
240,2019-10-16,16,1,1,3,180903124,70,2,0,2,6,2,3,3,3,3,4,3,3,5,2,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,240,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.5297228540791941
241,2019-10-16,16,1,1,3,180905601,68,1,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,241,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.5135368670286731
242,2019-10-16,17,1,1,3,10101520,43,1,1,1,2,2,4,4,2,4,4,2,2,4,4,2,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,242,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,0.4888235692504876
243,2019-10-16,17,1,1,3,140700208,78,2,0,1,8,2,2,3,3,2,3,3,2,3,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,243,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,-0.14807408485557524
244,2019-10-16,17,1,1,3,130608115,29,2,0,1,2,4,2,3,1,2,4,2,2,5,4,5,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,244,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,0.31860090932600893
247,2019-10-16,17,9,2,3,707909203,33,2,0,1,6,2,2,2,2,4,2,3,3,4,4,2,2,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,247,2019-10-16,17.0,45.26,0.765,19.55,52.75,25.62,0.13,-0.09633519637999194
249,2019-10-16,17,1,1,3,170900715,62,1,1,3,2,2,2,2,2,3,2,2,2,4,2,3,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,249,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,-0.7079559033124974
252,2019-10-16,17,1,1,3,180905024,69,1,1,1,2,1,2,1,5,4,1,1,1,5,1,3,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,252,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,-1.0500624202021196
254,2019-10-16,18,1,1,3,130608120,69,2,0,3,8,1,1,1,1,4,3,2,1,5,3,4,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,254,2019-10-16,18.0,33.16,9.5775,31.53,81.67,50.11,0.3999999999999999,-0.818447764463401
258,2019-10-16,19,1,1,3,130608122,31,2,1,1,6,1,3,1,1,3,3,1,1,5,1,3,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,258,2019-10-16,19.0,62.485,10.59,44.946000000000005,109.948,48.9275,0.4733333333333333,-1.2826589880767925
259,2019-10-16,19,1,1,3,180905011,24,2,1,3,1,3,3,3,4,5,1,3,3,5,3,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,259,2019-10-16,19.0,62.485,10.59,44.946000000000005,109.948,48.9275,0.4733333333333333,0.9997543457519015
261,2019-10-16,19,9,2,3,707906803,19,1,0,2,1,2,3,3,1,4,2,3,4,4,4,2,2,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,261,2019-10-16,19.0,120.6,0.33,25.765,72.215,30.38,0.1,0.3082360743590766
262,2019-10-16,20,9,2,3,707906805,60,2,0,2,2,1,1,1,1,1,1,3,1,3,3,4,3,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,262,2019-10-16,20.0,116.39,0.92,30.635,79.50999999999999,34.21,0.15,-1.4940779407238174
263,2019-10-16,21,9,2,3,707906806,27,2,0,2,2,3,1,3,3,3,1,3,1,4,3,1,3,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,263,2019-10-16,21.0,71.34,1.89,55.13,161.91,36.4,0.28,-0.508705269850373
264,2019-10-17,12,1,1,3,130608117,69,2,0,1,1,3,3,1,1,2,3,3,3,5,3,4,3,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,264,2019-10-17,12.0,34.052499999999995,9.3675,20.626,56.15599999999999,25.2575,0.79,-0.018099351583457043
265,2019-10-17,12,1,1,3,221010107,68,1,1,3,2,2,3,3,4,4,2,3,1,5,3,3,3,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,265,2019-10-17,12.0,34.052499999999995,9.3675,20.626,56.15599999999999,25.2575,0.79,0.3044829967812351
