"INT_DATE","INT_START","SUBSTRATUM","STRATUM","COUNTRY","ID","RESPAGE","RESPSEX","RESPEMP","RESPPOB","RESPMAR","TRUCRTS","TRUPARL","TRUEXEC    ","TRUPRES","TRUHLTH","TRUNGOS","TRUMEDI","TRULOCG","TRURELI","TRUOMB","TRUSTEU","TRUSTUN"
2019-10-15,1960-01-01 13:34:00,3,3,3,646601511,83,2,0,1,8,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-15,1960-01-01 13:37:00,2,3,3,261502117,58,1,0,-3,-3,4,5,4,4,4,5,4,4,5,5,2,3
2019-10-15,1960-01-01 13:41:00,1,1,3,221010401,73,2,0,2,8,2,2,2,2,3,3,3,2,3,2,4,4
2019-10-15,1960-01-01 13:45:00,4,3,3,352202201,19,1,0,1,-3,-1,5,4,5,4,-1,4,4,5,5,-1,-1
2019-10-15,1960-01-01 13:46:00,3,3,3,515202607,57,1,0,2,1,2,3,3,4,4,2,3,3,4,4,3,3
2019-10-15,1960-01-01 13:46:00,8,2,3,292006708,39,2,0,3,3,3,3,4,4,5,4,4,5,5,3,3,-2
2019-10-15,1960-01-01 13:47:00,1,1,3,130608108,53,2,0,3,2,3,3,4,1,3,3,3,3,3,4,3,4
2019-10-15,1960-01-01 13:54:00,2,3,3,403302307,81,2,0,2,8,2,4,1,4,5,4,4,3,4,3,3,4
2019-10-15,1960-01-01 13:58:00,3,3,3,646601512,57,1,0,1,2,1,2,2,1,4,4,2,2,5,2,4,4
2019-10-15,1960-01-01 14:02:00,2,3,3,281800103,28,1,1,3,4,2,2,2,1,2,2,2,1,5,4,-1,4
2019-10-15,1960-01-01 14:04:00,5,3,3,718105506,61,1,0,1,1,1,2,2,1,3,4,4,2,5,4,3,5
2019-10-15,1960-01-01 14:07:00,2,3,3,423209912,34,2,0,3,5,3,4,3,3,4,4,3,4,3,3,4,4
2019-10-15,1960-01-01 14:12:00,7,2,3,656708808,86,1,0,3,2,2,3,1,2,3,3,3,3,4,-1,3,3
2019-10-15,1960-01-01 14:13:00,2,3,3,423204819,34,1,0,3,1,1,1,1,1,3,2,1,2,5,2,2,3
2019-10-15,1960-01-01 14:16:00,1,1,3,190908413,82,2,0,3,8,3,3,3,3,3,3,3,3,4,3,4,4
2019-10-15,1960-01-01 14:17:00,2,3,3,281703806,69,2,0,1,8,3,3,-1,-1,4,-1,-1,-1,5,-1,-1,-1
2019-10-15,1960-01-01 14:21:00,1,1,3,40302519,79,1,0,2,5,-1,2,2,2,2,1,2,2,5,3,2,2
2019-10-15,1960-01-01 14:25:00,6,2,3,393000207,29,2,1,1,1,4,4,4,4,4,4,3,4,4,4,4,4
2019-10-15,1960-01-01 14:28:00,6,2,3,433504201,64,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-15,1960-01-01 14:30:00,2,3,3,403303005,36,2,1,2,4,1,1,1,1,1,4,3,1,4,-1,1,5
2019-10-15,1960-01-01 14:37:00,1,1,3,221010402,91,2,0,1,8,2,2,2,2,3,2,3,3,3,3,2,2
2019-10-15,1960-01-01 14:38:00,3,3,3,646601513,75,2,0,1,8,3,2,2,3,2,2,2,2,3,2,2,2
2019-10-15,1960-01-01 14:44:00,2,3,3,403302305,72,2,0,2,8,1,1,1,2,2,2,2,4,3,2,3,2
2019-10-15,1960-01-01 14:48:00,2,3,3,261502118,51,1,0,-3,-3,5,5,3,1,5,4,4,4,5,-1,4,3
2019-10-15,1960-01-01 14:48:00,4,3,3,352202205,30,2,0,1,2,4,4,3,4,4,3,2,3,4,4,3,3
2019-10-15,1960-01-01 14:58:00,6,2,3,251301106,71,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-15,1960-01-01 14:59:00,3,3,3,646602502,56,1,0,1,2,3,-1,3,-1,4,-1,3,4,5,-1,-1,-1
2019-10-15,1960-01-01 15:03:00,3,3,3,646601515,56,2,0,2,4,-1,3,4,3,4,4,3,4,4,-1,4,4
2019-10-15,1960-01-01 15:04:00,5,3,3,718105509,46,2,0,1,8,-1,-1,-1,-1,1,-1,3,-1,5,-1,-1,-1
2019-10-15,1960-01-01 15:06:00,1,1,3,211005313,45,1,1,1,4,3,3,3,3,3,3,3,3,2,3,-1,3
2019-10-15,1960-01-01 15:10:00,7,2,3,475910604,21,1,1,3,4,3,3,3,-1,3,3,2,-1,5,4,3,-1
2019-10-15,1960-01-01 15:10:00,6,2,3,271701208,67,1,0,1,2,-1,3,3,2,3,2,4,3,4,3,2,-1
2019-10-15,1960-01-01 15:20:00,6,2,3,433504202,42,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-15,1960-01-01 15:37:00,3,3,3,515202613,80,2,0,4,8,2,2,3,3,3,3,3,3,4,3,3,3
2019-10-15,1960-01-01 15:38:00,4,3,3,352202202,46,2,1,2,2,5,5,4,5,5,5,-1,5,5,4,3,3
2019-10-15,1960-01-01 15:41:00,2,3,3,403303006,53,1,1,1,4,2,3,2,1,4,1,2,1,5,1,4,4
2019-10-15,1960-01-01 15:44:00,1,1,3,221010405,58,2,1,2,2,5,4,4,4,4,4,4,4,4,4,4,4
2019-10-15,1960-01-01 15:45:00,2,3,3,423204814,58,2,0,2,8,-1,-1,-1,1,3,3,3,-1,4,-1,3,3
2019-10-15,1960-01-01 15:51:00,3,3,3,646601518,72,1,0,1,2,3,3,3,3,3,2,3,3,4,3,3,2
2019-10-15,1960-01-01 15:52:00,9,2,3,687903605,73,2,0,5,8,-1,3,3,3,4,-1,3,3,5,-1,-1,-1
2019-10-15,1960-01-01 15:58:00,2,3,3,261502119,33,1,0,-3,-3,-1,4,4,3,4,3,3,5,5,-1,2,2
2019-10-15,1960-01-01 15:58:00,9,2,3,697902611,87,2,0,1,8,5,3,3,4,4,-1,3,4,2,4,3,-1
2019-10-15,1960-01-01 16:10:00,2,3,3,403302310,73,2,0,3,8,1,1,2,1,2,4,4,1,3,2,3,3
2019-10-15,1960-01-01 16:16:00,7,2,3,495909610,30,2,0,1,3,3,3,2,1,3,4,3,3,4,3,5,3
2019-10-15,1960-01-01 16:21:00,7,2,3,656708811,55,1,0,1,8,2,3,2,2,3,3,3,3,4,3,3,-1
2019-10-15,1960-01-01 16:27:00,2,3,3,231101620,67,1,0,1,8,5,-2,1,1,3,-2,1,4,5,3,1,2
2019-10-15,1960-01-01 16:28:00,1,1,3,190908426,74,2,0,2,8,2,1,1,1,3,3,3,1,3,1,4,4
2019-10-15,1960-01-01 16:29:00,8,2,3,292006709,26,2,0,3,4,1,1,1,1,1,4,3,1,5,1,1,1
2019-10-15,1960-01-01 16:33:00,3,3,3,646601520,55,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-15,1960-01-01 16:39:00,3,3,3,535004107,64,2,0,2,8,-1,4,4,4,4,4,2,4,5,-1,4,4
2019-10-15,1960-01-01 16:44:00,9,2,3,697902613,37,2,0,1,2,2,2,3,2,3,3,3,3,4,2,2,1
2019-10-15,1960-01-01 16:44:00,7,2,3,475902603,69,2,0,3,2,2,1,1,1,3,4,3,2,5,4,3,3
2019-10-15,1960-01-01 16:48:00,2,3,3,423204802,56,2,1,2,8,-1,2,2,3,3,3,3,3,4,-1,3,3
2019-10-15,1960-01-01 16:51:00,1,1,3,221010410,67,2,0,3,8,4,4,4,4,5,3,3,4,3,3,1,2
2019-10-15,1960-01-01 16:53:00,7,2,3,475910608,33,1,0,1,1,3,4,3,4,3,3,3,3,4,3,3,3
2019-10-15,1960-01-01 16:55:00,3,3,3,646601521,84,1,0,1,2,3,3,4,2,4,4,3,4,4,3,1,1
2019-10-15,1960-01-01 16:55:00,6,2,3,251301107,69,2,1,1,1,3,4,4,5,4,1,4,3,5,1,4,4
2019-10-15,1960-01-01 16:56:00,3,3,3,515202617,76,1,1,2,2,4,3,3,2,4,3,4,4,4,4,3,3
2019-10-15,1960-01-01 16:58:00,7,2,3,495909607,32,2,1,4,4,1,3,1,1,2,2,1,1,2,3,3,3
2019-10-15,1960-01-01 17:01:00,2,3,3,261502120,65,1,0,-3,-3,5,5,4,5,4,3,4,4,5,5,4,3
2019-10-15,1960-01-01 17:01:00,1,1,3,120608206,78,1,0,3,2,3,3,3,3,4,3,3,3,5,3,3,3
2019-10-15,1960-01-01 17:03:00,9,2,3,687903607,32,2,0,2,2,-1,-1,-1,-1,3,-1,3,3,5,-1,-1,-1
2019-10-15,1960-01-01 17:09:00,7,2,3,565600306,58,1,1,2,2,2,1,1,1,3,2,3,1,4,3,1,2
2019-10-15,1960-01-01 17:18:00,3,3,3,646602504,36,1,1,1,4,4,4,5,5,4,4,3,5,5,4,4,1
2019-10-15,1960-01-01 17:18:00,9,2,3,707906905,36,2,1,2,4,2,1,2,2,4,2,3,2,4,2,3,3
2019-10-15,1960-01-01 17:18:00,2,3,3,403302312,71,2,0,2,8,3,2,2,1,2,3,3,4,5,3,2,4
2019-10-15,1960-01-01 17:22:00,7,2,3,656708813,57,2,1,3,4,2,2,2,1,2,4,3,2,3,3,3,3
2019-10-15,1960-01-01 17:31:00,7,2,3,495909602,48,2,1,3,2,1,1,1,1,1,3,3,1,5,4,5,4
2019-10-15,1960-01-01 17:37:00,2,3,3,423209908,38,1,0,1,4,3,3,3,3,3,3,3,3,3,3,2,3
2019-10-15,1960-01-01 17:50:00,3,3,3,535004114,40,2,0,2,4,-1,4,4,3,4,3,2,4,5,-1,4,4
2019-10-15,1960-01-01 17:58:00,6,2,3,251301105,46,2,1,3,2,3,1,3,3,3,3,5,3,5,4,3,1
2019-10-15,1960-01-01 18:02:00,7,2,3,565600310,45,1,1,1,2,4,4,4,4,4,3,4,4,4,4,4,4
2019-10-15,1960-01-01 18:04:00,7,2,3,475910603,70,2,0,3,1,2,2,2,2,3,2,3,2,4,3,2,2
2019-10-15,1960-01-01 18:06:00,2,3,3,261502121,62,1,0,-3,-3,5,4,2,5,4,3,4,4,5,-1,5,3
2019-10-15,1960-01-01 18:14:00,7,2,3,475900412,38,2,0,1,1,2,2,2,2,4,3,4,2,4,3,4,3
2019-10-15,1960-01-01 18:20:00,7,2,3,656708814,86,2,0,2,2,3,2,3,3,2,3,3,3,4,3,3,3
2019-10-15,1960-01-01 18:21:00,3,3,3,515202621,72,1,1,2,8,3,3,3,3,3,-1,3,3,3,3,3,-1
2019-10-15,1960-01-01 18:22:00,5,3,3,596003118,33,1,1,3,3,3,4,4,4,4,3,4,4,5,3,-1,-1
2019-10-15,1960-01-01 18:25:00,1,1,3,120608210,26,1,0,3,1,4,1,3,3,3,2,1,3,4,3,3,3
2019-10-15,1960-01-01 18:30:00,1,1,3,10100102,64,2,0,1,2,3,1,1,3,1,-1,3,2,5,3,3,3
2019-10-15,1960-01-01 18:36:00,9,2,3,707906912,57,2,1,1,2,3,3,3,3,3,3,3,3,4,-1,2,2
2019-10-15,1960-01-01 18:36:00,2,3,3,403302315,72,2,1,2,-3,3,1,2,1,2,4,3,3,3,4,4,4
2019-10-15,1960-01-01 18:39:00,8,2,3,302005013,38,2,0,3,3,3,3,3,1,3,4,4,3,4,3,4,3
2019-10-15,1960-01-01 18:50:00,3,3,3,515202622,67,1,0,2,2,3,1,3,3,3,3,2,3,4,4,4,4
2019-10-15,1960-01-01 19:12:00,1,1,3,10100106,59,2,1,2,4,3,3,3,3,3,3,3,3,5,4,4,3
2019-10-15,1960-01-01 19:13:00,7,2,3,475900413,27,1,1,1,1,2,2,2,2,4,1,3,2,4,4,3,2
2019-10-15,1960-01-01 19:17:00,2,3,3,423209911,62,2,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-15,1960-01-01 19:27:00,9,2,3,707906913,32,2,1,1,1,2,2,1,1,2,1,4,2,5,1,3,4
2019-10-15,1960-01-01 19:38:00,3,3,3,535004120,27,1,0,1,4,-1,4,4,3,4,3,3,5,5,-1,4,4
2019-10-15,1960-01-01 19:47:00,8,2,3,302005011,29,2,1,3,4,3,3,3,3,4,3,3,3,4,4,3,3
2019-10-15,1960-01-01 20:04:00,7,2,3,475900414,33,2,0,1,4,3,2,2,2,3,2,2,2,4,4,2,3
2019-10-15,1960-01-01 20:10:00,1,1,3,180903914,24,1,1,3,1,2,2,2,1,3,3,2,3,3,4,4,4
2019-10-15,1960-01-01 20:27:00,9,2,3,707906914,62,2,0,2,4,3,3,3,3,4,3,3,3,5,3,3,3
2019-10-15,1960-01-01 21:43:00,1,1,3,180903909,55,1,1,3,4,2,2,1,1,3,3,2,2,4,2,4,4
2019-10-16,1960-01-01 09:30:00,5,3,3,606102103,79,1,0,1,2,4,4,3,2,4,4,5,5,4,4,-1,3
2019-10-16,1960-01-01 09:37:00,4,3,3,342403521,52,2,0,2,5,3,2,1,1,4,-1,3,4,5,-1,3,3
2019-10-16,1960-01-01 10:12:00,2,3,3,241201903,65,2,1,1,8,3,3,4,4,4,5,3,4,2,4,3,3
2019-10-16,1960-01-01 10:22:00,3,3,3,514803515,83,1,0,1,8,3,3,2,2,3,3,3,4,3,3,2,3
2019-10-16,1960-01-01 10:31:00,5,3,3,606102104,78,2,0,2,8,3,5,4,4,4,4,4,5,4,4,4,5
2019-10-16,1960-01-01 10:57:00,5,3,3,596003416,82,2,0,2,8,1,1,1,1,4,3,3,1,4,4,-1,-1
2019-10-16,1960-01-01 11:02:00,2,3,3,403204005,53,1,1,1,1,1,1,1,1,3,1,3,1,5,-1,1,1
2019-10-16,1960-01-01 11:03:00,3,3,3,646602503,35,1,0,1,1,4,-1,3,-1,4,-1,3,4,5,4,3,-1
2019-10-16,1960-01-01 11:04:00,6,2,3,251301102,70,2,0,3,8,1,1,1,2,1,3,3,3,3,3,3,3
2019-10-16,1960-01-01 11:05:00,7,2,3,656708805,83,2,0,2,8,-1,2,2,2,3,3,3,3,4,-1,-1,-1
2019-10-16,1960-01-01 11:10:00,3,3,3,514803517,53,1,0,1,2,3,4,4,2,2,3,3,2,3,4,4,3
2019-10-16,1960-01-01 11:15:00,5,3,3,606102105,69,1,0,1,2,3,1,1,1,5,5,3,3,4,3,5,3
2019-10-16,1960-01-01 11:41:00,4,3,3,332305007,64,2,0,3,8,-1,3,4,2,4,-1,4,4,-1,-1,-1,-1
2019-10-16,1960-01-01 11:44:00,1,1,3,140703901,30,2,0,3,6,1,1,1,1,3,3,3,3,4,3,-1,-1
2019-10-16,1960-01-01 11:47:00,3,3,3,514803518,72,1,0,2,8,3,3,2,2,2,3,2,2,3,2,4,4
2019-10-16,1960-01-01 11:48:00,6,2,3,393000209,63,2,0,3,1,-1,3,2,2,-1,3,3,3,3,-1,-1,2
2019-10-16,1960-01-01 11:49:00,2,3,3,281800108,63,2,1,1,8,2,2,2,2,2,-1,3,2,5,2,2,-1
2019-10-16,1960-01-01 11:53:00,3,3,3,646600601,66,1,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-16,1960-01-01 11:58:00,2,3,3,372701803,80,2,0,3,8,1,1,1,1,4,5,5,2,5,5,-1,1
2019-10-16,1960-01-01 12:12:00,3,3,3,646600602,69,2,0,3,8,2,2,2,2,2,4,3,2,3,2,3,3
2019-10-16,1960-01-01 12:15:00,4,3,3,342403505,34,2,0,2,5,2,2,2,2,3,3,3,3,-1,3,1,-1
2019-10-16,1960-01-01 12:27:00,5,3,3,596003419,64,1,0,1,6,3,1,1,1,5,3,2,3,5,4,3,-1
2019-10-16,1960-01-01 12:28:00,2,3,3,403204008,65,2,1,1,2,5,1,1,1,5,1,3,5,4,5,1,3
2019-10-16,1960-01-01 12:30:00,7,2,3,555400406,41,2,1,1,6,2,1,2,3,3,2,2,1,4,2,2,3
2019-10-16,1960-01-01 12:36:00,1,1,3,80507407,71,2,0,3,8,4,3,4,4,4,3,4,3,4,3,4,4
2019-10-16,1960-01-01 12:42:00,6,2,3,251301108,64,2,0,1,8,4,3,3,3,5,3,3,4,5,5,4,4
2019-10-16,1960-01-01 12:47:00,2,3,3,241200601,66,2,1,1,8,3,3,4,-1,5,4,-1,4,3,4,3,3
2019-10-16,1960-01-01 12:48:00,5,3,3,596003113,32,2,0,2,4,1,1,1,1,1,1,1,1,5,1,-1,1
2019-10-16,1960-01-01 12:50:00,2,3,3,281800110,41,2,0,1,1,2,2,2,1,4,4,3,4,3,4,4,3
2019-10-16,1960-01-01 12:52:00,3,3,3,646600603,58,2,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-16,1960-01-01 12:53:00,3,3,3,515201809,67,1,1,1,5,4,4,4,3,3,4,3,5,4,4,5,4
2019-10-16,1960-01-01 12:55:00,7,2,3,656708803,69,2,1,3,2,2,1,1,2,2,2,3,2,4,-1,3,3
2019-10-16,1960-01-01 12:57:00,3,3,3,514803520,62,2,0,3,2,4,3,3,2,2,3,3,-1,3,3,4,3
2019-10-16,1960-01-01 12:58:00,1,1,3,140703905,27,1,1,3,4,1,1,1,1,1,1,2,1,3,1,2,1
2019-10-16,1960-01-01 12:58:00,6,2,3,393000211,37,2,0,3,4,2,2,2,2,3,3,3,2,4,2,2,2
2019-10-16,1960-01-01 12:59:00,2,3,3,241201906,47,1,1,1,2,4,3,1,2,4,4,3,4,4,4,1,4
2019-10-16,1960-01-01 12:59:00,7,2,3,475910610,27,2,0,1,4,2,2,2,2,3,3,2,2,4,2,2,3
2019-10-16,1960-01-01 13:00:00,5,3,3,606102106,47,1,1,1,2,3,1,1,1,1,1,3,1,3,1,5,5
2019-10-16,1960-01-01 13:00:00,8,2,3,464006706,35,2,1,1,1,1,1,1,1,3,4,1,1,2,1,5,4
2019-10-16,1960-01-01 13:13:00,2,3,3,231101621,43,1,0,1,5,3,1,1,1,1,1,3,1,5,1,3,1
2019-10-16,1960-01-01 13:14:00,4,3,3,332305013,36,2,1,1,6,-1,3,-1,3,4,-1,-1,-1,-1,-1,-1,-1
2019-10-16,1960-01-01 13:15:00,2,3,3,372701804,37,2,0,1,5,1,1,1,1,1,2,3,3,5,-1,5,4
2019-10-16,1960-01-01 13:26:00,1,1,3,221010412,74,2,0,3,8,3,2,2,2,2,2,3,3,3,2,3,2
2019-10-16,1960-01-01 13:27:00,3,3,3,646600605,47,2,0,2,2,2,2,3,2,4,3,3,2,4,4,1,1
2019-10-16,1960-01-01 13:31:00,5,3,3,718105512,35,2,0,2,4,4,1,4,1,5,3,5,4,3,4,4,-1
2019-10-16,1960-01-01 13:33:00,4,3,3,342403501,34,1,0,3,1,3,1,1,1,3,4,1,5,3,-1,3,3
2019-10-16,1960-01-01 13:38:00,1,1,3,221010108,36,2,1,1,6,2,1,2,3,3,-1,3,3,5,3,-1,-1
2019-10-16,1960-01-01 13:41:00,1,1,3,130608110,50,1,0,3,4,1,1,1,1,1,3,3,3,5,3,3,3
2019-10-16,1960-01-01 13:41:00,2,3,3,241200602,57,1,1,1,4,4,4,4,2,4,2,3,4,5,5,1,2
2019-10-16,1960-01-01 13:41:00,6,2,3,251301109,65,2,0,1,8,2,3,2,1,1,4,4,4,4,4,2,5
2019-10-16,1960-01-01 13:44:00,2,3,3,423209913,45,2,1,2,2,3,3,2,3,4,4,3,3,4,4,3,3
2019-10-16,1960-01-01 13:47:00,1,1,3,140703908,84,2,0,3,8,-1,-1,-1,-1,3,-1,3,-1,5,-1,-1,-1
2019-10-16,1960-01-01 13:48:00,2,3,3,261502301,39,2,1,2,-3,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-16,1960-01-01 13:52:00,5,3,3,596003421,69,1,0,1,2,1,1,1,1,1,1,3,4,5,4,-1,3
2019-10-16,1960-01-01 13:56:00,1,1,3,140703701,66,2,0,3,8,1,2,4,1,3,1,-1,2,5,1,1,1
2019-10-16,1960-01-01 13:57:00,2,3,3,403204010,81,1,0,1,4,5,5,5,5,5,5,5,5,5,4,5,5
2019-10-16,1960-01-01 13:57:00,3,3,3,646600606,19,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-16,1960-01-01 13:58:00,1,1,3,30203614,27,1,1,3,1,3,2,-1,3,2,4,4,3,4,-1,4,1
2019-10-16,1960-01-01 14:00:00,7,2,3,656708801,35,1,1,1,1,-2,3,3,3,3,3,3,3,4,-1,3,3
2019-10-16,1960-01-01 14:00:00,7,2,3,475910611,35,2,0,1,2,4,3,3,3,4,3,2,3,4,3,3,3
2019-10-16,1960-01-01 14:02:00,5,3,3,606102107,72,2,1,4,8,4,-1,3,2,5,-1,3,5,3,3,-1,-1
2019-10-16,1960-01-01 14:06:00,1,1,3,170900708,39,2,1,3,7,3,1,1,1,1,-1,3,3,4,3,4,4
2019-10-16,1960-01-01 14:08:00,2,3,3,281800109,47,2,1,1,5,3,3,3,3,4,3,4,4,5,4,4,4
2019-10-16,1960-01-01 14:09:00,3,3,3,515201817,72,2,0,3,8,2,1,3,1,4,3,3,3,2,2,3,3
2019-10-16,1960-01-01 14:14:00,3,3,3,646602509,66,2,0,1,8,3,4,4,4,4,4,4,4,5,4,4,4
2019-10-16,1960-01-01 14:19:00,1,1,3,130608111,32,1,0,3,1,4,1,3,1,3,3,1,1,3,3,3,3
2019-10-16,1960-01-01 14:19:00,6,2,3,393000214,59,1,1,1,4,4,4,4,4,4,3,3,4,4,4,4,4
2019-10-16,1960-01-01 14:22:00,5,3,3,718105513,27,2,0,2,4,3,3,3,3,4,3,5,3,5,3,3,3
2019-10-16,1960-01-01 14:25:00,3,3,3,646600608,56,2,0,3,2,1,2,2,2,1,4,3,2,4,2,3,2
2019-10-16,1960-01-01 14:28:00,1,1,3,190906801,33,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1
2019-10-16,1960-01-01 14:30:00,2,3,3,231101622,64,2,1,1,1,5,3,3,3,3,3,3,4,3,5,4,2
2019-10-16,1960-01-01 14:32:00,1,1,3,80507408,43,2,1,3,4,3,3,4,4,3,4,3,4,3,4,3,3
2019-10-16,1960-01-01 14:40:00,1,1,3,221010414,78,2,0,2,8,3,4,4,4,3,4,4,4,5,3,-1,-1
2019-10-16,1960-01-01 14:43:00,1,1,3,221010115,57,1,1,3,3,3,3,4,3,4,-1,4,4,5,4,3,-1
2019-10-16,1960-01-01 14:47:00,4,3,3,342403508,34,2,1,3,2,2,1,3,1,4,3,1,4,3,-1,3,3
2019-10-16,1960-01-01 14:47:00,2,3,3,241201908,70,2,1,2,8,2,2,2,2,3,3,3,3,4,2,2,3
2019-10-16,1960-01-01 14:48:00,4,3,3,332305018,68,1,0,1,2,3,3,3,3,2,-1,-1,3,-1,-1,2,2
2019-10-16,1960-01-01 14:50:00,2,3,3,241200607,56,2,1,2,5,2,3,2,2,4,4,3,-1,-1,4,4,-1
2019-10-16,1960-01-01 14:56:00,1,1,3,120608211,35,2,1,3,2,3,3,3,2,3,3,2,3,3,3,3,3
2019-10-16,1960-01-01 14:58:00,3,3,3,646600609,63,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-16,1960-01-01 15:00:00,7,2,3,656708802,70,2,1,3,8,2,3,4,-1,3,3,2,3,4,3,2,3
2019-10-16,1960-01-01 15:01:00,2,3,3,372701806,82,2,0,1,8,-1,1,1,1,2,4,5,4,5,4,4,4
2019-10-16,1960-01-01 15:01:00,7,2,3,475910612,61,2,0,1,2,2,2,2,2,2,3,2,2,4,4,4,4
2019-10-16,1960-01-01 15:04:00,5,3,3,596003422,50,2,0,3,2,1,1,1,1,2,4,3,-1,3,5,5,5
2019-10-16,1960-01-01 15:06:00,1,1,3,180905002,26,2,0,1,1,1,2,2,-1,2,3,3,2,4,3,3,-1
2019-10-16,1960-01-01 15:08:00,1,1,3,130608112,29,2,0,3,4,2,1,1,1,3,3,3,1,5,1,1,1
2019-10-16,1960-01-01 15:10:00,9,2,3,697905501,62,2,0,2,1,2,2,2,2,3,3,3,3,2,3,2,2
2019-10-16,1960-01-01 15:12:00,2,3,3,281800111,47,2,0,2,2,2,2,2,2,2,3,3,2,2,3,3,3
2019-10-16,1960-01-01 15:15:00,1,1,3,80507411,70,2,0,3,1,2,4,3,3,4,3,3,3,5,4,3,-1
2019-10-16,1960-01-01 15:26:00,1,1,3,221010415,64,2,0,3,8,3,-1,2,2,5,3,3,3,2,3,3,3
2019-10-16,1960-01-01 15:26:00,1,1,3,221008408,71,2,0,3,8,1,1,1,1,1,4,4,1,1,3,4,1
2019-10-16,1960-01-01 15:28:00,1,1,3,170900712,19,1,0,1,1,3,3,2,2,3,3,3,3,3,4,3,3
2019-10-16,1960-01-01 15:32:00,3,3,3,515201819,80,1,1,1,2,1,1,1,1,3,4,2,4,4,3,3,3
2019-10-16,1960-01-01 15:33:00,5,3,3,606102109,63,2,1,3,8,3,5,3,5,5,3,3,5,5,5,5,-1
2019-10-16,1960-01-01 15:41:00,1,1,3,140703708,58,2,0,3,8,3,3,3,3,5,1,1,5,5,3,3,4
2019-10-16,1960-01-01 15:42:00,3,3,3,515201820,72,1,1,1,2,1,3,4,1,1,3,3,3,5,3,1,1
2019-10-16,1960-01-01 15:46:00,7,2,3,565600302,23,2,0,1,4,3,3,3,3,3,4,3,4,5,3,3,3
2019-10-16,1960-01-01 15:50:00,3,3,3,646602506,70,2,0,2,5,3,3,3,3,4,3,3,4,5,3,3,3
2019-10-16,1960-01-01 15:51:00,9,2,3,697905503,30,2,1,2,4,3,3,-1,-1,3,-1,3,3,3,-1,-1,-1
2019-10-16,1960-01-01 15:52:00,2,3,3,241201905,28,2,1,-3,2,3,4,4,4,3,3,3,4,3,4,5,5
2019-10-16,1960-01-01 15:54:00,2,3,3,241200609,46,1,1,1,4,3,4,3,-1,3,2,3,4,3,4,4,4
2019-10-16,1960-01-01 15:54:00,6,2,3,241200107,44,2,0,3,4,2,2,4,2,4,2,2,2,4,3,2,2
2019-10-16,1960-01-01 15:54:00,1,1,3,130608113,36,2,0,3,3,3,3,1,1,3,3,3,3,5,3,3,3
2019-10-16,1960-01-01 16:07:00,3,3,3,646600615,62,2,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-16,1960-01-01 16:13:00,7,2,3,475910613,48,2,1,2,2,2,2,2,2,3,4,3,2,5,4,4,4
2019-10-16,1960-01-01 16:15:00,4,3,3,332305021,52,1,1,1,2,3,3,3,3,4,-1,-1,-1,3,-1,-1,-1
2019-10-16,1960-01-01 16:21:00,2,3,3,281800112,38,2,0,1,5,2,2,2,2,4,3,3,2,4,3,3,3
2019-10-16,1960-01-01 16:22:00,1,1,3,201003221,34,1,0,2,-3,1,2,1,1,1,1,1,1,4,1,1,1
2019-10-16,1960-01-01 16:22:00,1,1,3,140703923,51,1,1,2,4,2,2,2,-1,3,3,3,3,4,-1,3,3
2019-10-16,1960-01-01 16:23:00,4,3,3,342403510,79,2,0,1,8,1,2,3,3,3,3,1,3,-1,1,1,4
2019-10-16,1960-01-01 16:26:00,3,3,3,646600616,61,1,0,3,4,2,2,2,2,4,4,3,4,5,2,2,1
2019-10-16,1960-01-01 16:27:00,1,1,3,180905012,85,2,0,1,8,3,3,3,3,3,3,3,3,3,4,3,3
2019-10-16,1960-01-01 16:28:00,1,1,3,221010419,42,1,0,2,6,2,1,2,1,3,2,2,1,4,2,3,4
2019-10-16,1960-01-01 16:30:00,1,1,3,170900714,81,2,0,3,2,2,2,3,4,4,1,2,4,4,2,2,2
2019-10-16,1960-01-01 16:33:00,1,1,3,140703710,81,2,0,1,8,4,2,1,1,4,1,4,4,5,4,4,4
2019-10-16,1960-01-01 16:34:00,1,1,3,211005317,53,1,0,3,5,4,4,3,1,4,-1,3,4,4,4,4,-1
2019-10-16,1960-01-01 16:39:00,1,1,3,160803614,72,2,0,2,8,1,1,1,1,2,4,3,1,1,4,2,-1
2019-10-16,1960-01-01 16:39:00,1,1,3,130608114,59,2,0,3,4,3,1,1,1,3,3,3,3,5,3,1,3
