"INT_DATE","INT_START","SUBSTRATUM","STRATUM","COUNTRY","ID","RESPAGE","RESPSEX","RESPEMP","RESPPOB","RESPMAR","TRUCRTS","TRUPARL","TRUEXEC    ","TRUPRES","TRUHLTH","TRUNGOS","TRUMEDI","TRULOCG","TRURELI","TRUOMB","TRUSTEU","TRUSTUN"
2019-10-19,1960-01-01 11:17:00,4,3,3,443702304,69,1,1,2,4,3,2,3,3,3,-1,2,3,4,2,3,3
2019-10-19,1960-01-01 11:17:00,4,3,3,342403509,32,2,1,3,4,3,-1,1,3,2,5,3,4,5,-1,4,4
2019-10-19,1960-01-01 11:23:00,3,3,3,565602313,55,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-19,1960-01-01 11:26:00,2,3,3,281800304,33,1,1,1,3,1,1,1,1,2,2,3,1,5,3,1,1
2019-10-19,1960-01-01 11:37:00,3,3,3,575801916,75,2,1,1,8,2,2,3,2,4,3,3,3,3,3,3,2
2019-10-19,1960-01-01 11:45:00,8,2,3,332300414,56,1,1,1,4,3,3,4,2,2,1,3,3,5,-1,4,2
2019-10-19,1960-01-01 11:45:00,5,3,3,596002601,53,2,1,2,2,1,4,4,4,4,1,2,4,5,5,2,-1
2019-10-19,1960-01-01 11:50:00,4,3,3,443702307,36,1,0,1,1,3,2,3,3,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 11:50:00,4,3,3,464001003,52,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-19,1960-01-01 11:56:00,6,2,3,413208413,48,1,1,1,4,4,2,2,2,4,4,4,2,5,4,4,2
2019-10-19,1960-01-01 11:57:00,5,3,3,718103003,61,2,0,2,4,3,3,3,3,4,3,4,3,3,3,3,3
2019-10-19,1960-01-01 11:58:00,3,3,3,545300802,56,2,0,1,2,2,2,2,2,2,2,2,1,3,3,2,-1
2019-10-19,1960-01-01 12:00:00,2,3,3,403303014,57,1,0,1,4,1,1,1,1,3,4,3,1,3,4,4,4
2019-10-19,1960-01-01 12:06:00,4,3,3,322105803,57,2,0,2,4,-1,-1,-1,-1,4,-1,-1,5,5,-1,-1,-1
2019-10-19,1960-01-01 12:11:00,5,3,3,596003515,72,1,0,1,3,3,1,3,1,5,1,3,2,5,4,5,5
2019-10-19,1960-01-01 12:19:00,1,1,3,90501405,20,1,1,3,1,3,3,3,4,4,4,3,3,4,4,4,3
2019-10-19,1960-01-01 12:19:00,3,3,3,584501801,59,1,0,1,2,2,3,3,3,4,4,4,4,5,4,4,4
2019-10-19,1960-01-01 12:22:00,4,3,3,342403506,45,1,0,2,1,4,2,3,4,4,3,2,4,4,4,4,4
2019-10-19,1960-01-01 12:25:00,6,2,3,251301011,64,2,1,1,1,4,1,3,5,1,1,1,1,1,1,1,4
2019-10-19,1960-01-01 12:26:00,1,1,3,30205309,62,2,0,1,2,3,3,3,3,4,3,3,2,3,3,3,5
2019-10-19,1960-01-01 12:26:00,4,3,3,443702308,63,2,0,2,2,3,3,3,4,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 12:33:00,3,3,3,584501804,56,2,0,1,1,2,2,2,2,4,-1,3,2,2,2,2,2
2019-10-19,1960-01-01 12:35:00,2,3,3,241201918,58,1,0,2,2,4,4,4,3,4,4,4,4,4,4,4,3
2019-10-19,1960-01-01 12:35:00,2,3,3,281800306,28,2,1,1,1,3,3,3,-1,2,4,3,4,3,3,4,4
2019-10-19,1960-01-01 12:35:00,4,3,3,443702309,50,2,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2019-10-19,1960-01-01 12:36:00,3,3,3,565602315,83,1,0,1,8,1,1,2,1,2,3,4,2,4,4,4,2
2019-10-19,1960-01-01 12:39:00,4,3,3,464001004,57,2,0,3,2,3,4,3,3,3,3,4,3,4,4,4,3
2019-10-19,1960-01-01 12:44:00,3,3,3,575801918,67,1,0,1,2,2,3,4,2,3,3,3,3,3,3,2,2
2019-10-19,1960-01-01 12:45:00,4,3,3,342405001,44,2,0,1,2,5,5,4,5,5,-1,5,5,5,5,5,5
2019-10-19,1960-01-01 12:46:00,5,3,3,596002602,43,2,1,2,4,3,3,3,4,1,1,3,3,5,4,3,3
2019-10-19,1960-01-01 12:51:00,5,3,3,718103004,34,2,0,2,4,3,3,3,3,2,3,3,3,5,3,4,3
2019-10-19,1960-01-01 12:54:00,3,3,3,545300804,46,2,1,2,2,3,3,3,3,2,3,3,2,3,3,3,3
2019-10-19,1960-01-01 12:58:00,2,3,3,433504811,52,2,0,3,4,2,-1,2,2,2,2,-1,2,4,2,2,2
2019-10-19,1960-01-01 13:00:00,2,3,3,403303015,64,2,0,3,8,3,4,4,4,2,2,4,4,5,4,4,4
2019-10-19,1960-01-01 13:01:00,6,2,3,413208405,70,2,0,2,8,3,2,3,3,3,3,3,3,4,3,4,3
2019-10-19,1960-01-01 13:02:00,1,1,3,20206901,63,2,0,3,8,2,2,2,2,2,3,2,2,2,2,2,2
2019-10-19,1960-01-01 13:02:00,8,2,3,332306101,59,2,1,1,4,3,-1,-1,-1,4,2,3,4,3,-1,4,3
2019-10-19,1960-01-01 13:03:00,1,1,3,170902905,22,1,0,3,1,1,2,2,1,3,1,3,2,4,-1,3,3
2019-10-19,1960-01-01 13:07:00,3,3,3,584501806,70,2,0,1,2,2,2,1,1,1,4,4,2,4,4,-1,3
2019-10-19,1960-01-01 13:07:00,6,2,3,271600101,78,2,0,1,1,2,3,3,3,4,2,3,2,4,3,-1,3
2019-10-19,1960-01-01 13:12:00,3,3,3,515201402,46,1,0,2,1,2,2,2,2,4,2,2,3,4,2,4,2
2019-10-19,1960-01-01 13:12:00,4,3,3,443702311,42,2,1,1,2,3,3,3,4,4,2,4,4,4,4,4,4
2019-10-19,1960-01-01 13:14:00,3,3,3,584501807,52,1,0,1,4,1,1,1,2,3,3,3,1,4,3,3,3
2019-10-19,1960-01-01 13:20:00,5,3,3,596003516,79,1,0,1,4,1,4,4,4,1,1,4,1,5,4,1,1
2019-10-19,1960-01-01 13:22:00,4,3,3,464001005,19,2,0,3,3,4,4,3,4,4,3,3,-1,3,4,4,3
2019-10-19,1960-01-01 13:24:00,1,1,3,150802707,35,2,0,3,4,2,2,2,2,3,2,3,3,3,3,3,3
2019-10-19,1960-01-01 13:25:00,1,1,3,90501414,44,2,1,1,7,2,2,2,1,2,2,2,2,4,2,2,2
2019-10-19,1960-01-01 13:27:00,1,1,3,170902504,50,1,1,1,4,1,1,1,1,1,3,3,1,1,3,5,1
2019-10-19,1960-01-01 13:29:00,2,3,3,281800307,60,2,0,3,2,3,3,3,3,2,3,3,4,5,3,4,4
2019-10-19,1960-01-01 13:29:00,1,1,3,170900911,71,2,1,1,1,2,3,3,4,4,2,2,2,5,2,2,1
2019-10-19,1960-01-01 13:30:00,1,1,3,30205315,54,2,1,3,4,1,1,1,1,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 13:37:00,4,3,3,342403513,70,1,1,2,2,-1,-1,4,3,4,-1,4,4,5,3,3,3
2019-10-19,1960-01-01 13:42:00,4,3,3,443702312,30,2,0,2,2,3,3,3,4,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 13:45:00,2,3,3,433504812,47,1,0,1,4,-1,1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1
2019-10-19,1960-01-01 13:49:00,1,1,3,190907902,77,2,0,3,8,4,4,4,4,4,3,3,4,4,-1,3,-1
2019-10-19,1960-01-01 13:50:00,1,1,3,170902906,48,2,0,4,4,3,3,3,4,4,2,3,3,5,3,2,2
2019-10-19,1960-01-01 13:50:00,5,3,3,596002605,80,2,0,3,8,-1,4,4,2,3,-1,3,4,4,-1,-1,-1
2019-10-19,1960-01-01 13:50:00,3,3,3,565602317,66,2,0,3,8,3,3,3,1,3,3,3,3,5,3,3,3
2019-10-19,1960-01-01 13:53:00,4,3,3,443702313,29,2,0,1,4,2,2,3,4,3,3,3,3,4,4,4,-1
2019-10-19,1960-01-01 13:53:00,3,3,3,545300805,63,2,0,1,2,-1,1,2,1,2,1,1,4,4,2,1,1
2019-10-19,1960-01-01 13:54:00,1,1,3,120608304,28,2,1,2,4,3,3,4,4,4,3,2,3,5,4,4,3
2019-10-19,1960-01-01 13:55:00,3,3,3,515201403,74,2,0,1,8,4,3,4,4,4,2,3,4,4,4,3,2
2019-10-19,1960-01-01 13:58:00,4,3,3,342405003,63,2,0,2,2,5,5,5,5,5,4,5,4,5,4,4,4
2019-10-19,1960-01-01 13:59:00,1,1,3,20206903,72,2,0,3,8,2,3,3,3,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 14:07:00,1,1,3,211005319,24,2,1,1,2,2,3,3,4,3,3,3,4,5,3,4,4
2019-10-19,1960-01-01 14:08:00,2,3,3,413206108,23,1,1,1,1,3,3,2,1,3,3,4,3,2,3,4,4
2019-10-19,1960-01-01 14:09:00,3,3,3,575801920,68,1,1,3,2,4,4,4,3,4,3,3,4,4,3,4,3
2019-10-19,1960-01-01 14:11:00,5,3,3,728301601,65,1,0,1,4,4,4,4,4,4,3,3,4,5,3,4,4
2019-10-19,1960-01-01 14:11:00,4,3,3,322105806,25,2,0,2,3,-1,3,3,4,4,3,3,4,5,-1,3,-1
2019-10-19,1960-01-01 14:12:00,2,3,3,403303018,66,1,1,1,5,4,3,4,4,5,1,3,4,4,4,4,5
2019-10-19,1960-01-01 14:17:00,2,3,3,433504813,52,1,1,1,4,2,2,2,2,3,3,3,2,4,2,2,2
2019-10-19,1960-01-01 14:17:00,1,1,3,30205317,42,1,1,1,4,1,2,1,1,4,3,2,3,5,4,4,5
2019-10-19,1960-01-01 14:17:00,1,1,3,130608806,70,2,0,3,4,1,2,3,2,5,1,3,3,5,1,3,3
2019-10-19,1960-01-01 14:20:00,1,1,3,90501419,41,2,1,3,7,3,2,2,3,4,-1,3,4,4,4,4,-1
2019-10-19,1960-01-01 14:21:00,4,3,3,443702314,64,1,0,2,2,3,3,3,3,4,3,3,3,4,3,4,4
2019-10-19,1960-01-01 14:23:00,5,3,3,596002606,57,1,-3,3,4,1,1,1,1,1,3,3,1,5,1,5,1
2019-10-19,1960-01-01 14:25:00,6,2,3,271600103,28,2,0,1,4,3,3,3,1,3,3,3,3,4,3,4,4
2019-10-19,1960-01-01 14:32:00,2,3,3,241201922,81,2,0,2,8,-1,2,-1,2,2,-1,-1,3,4,-1,-1,-1
2019-10-19,1960-01-01 14:32:00,4,3,3,464001010,63,2,0,1,1,2,3,2,2,4,2,4,2,4,3,4,3
2019-10-19,1960-01-01 14:33:00,5,3,3,596003518,49,2,0,1,2,4,1,1,1,5,1,-1,1,5,4,-1,-1
2019-10-19,1960-01-01 14:34:00,3,3,3,515201404,68,2,0,2,8,2,2,2,2,3,3,3,2,3,3,3,3
2019-10-19,1960-01-01 14:38:00,1,1,3,150802708,20,2,1,3,1,4,5,2,-1,-1,1,2,1,5,2,4,2
2019-10-19,1960-01-01 14:42:00,4,3,3,443702315,49,1,1,2,4,3,3,4,3,3,3,2,3,4,3,3,3
2019-10-19,1960-01-01 14:47:00,1,1,3,20206906,28,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2
2019-10-19,1960-01-01 14:49:00,2,3,3,281800308,24,2,0,2,5,1,1,1,1,1,2,2,1,5,3,3,3
2019-10-19,1960-01-01 14:51:00,3,3,3,584501815,54,2,1,2,2,3,3,3,3,4,3,3,3,4,3,3,4
2019-10-19,1960-01-01 14:54:00,1,1,3,211005321,31,2,0,3,4,1,2,1,2,3,3,3,1,5,3,4,4
2019-10-19,1960-01-01 14:58:00,3,3,3,565602318,22,2,0,2,2,3,3,4,3,4,3,3,3,4,3,4,4
2019-10-19,1960-01-01 14:58:00,3,3,3,575801921,81,2,0,2,8,-1,4,3,3,3,3,-1,-1,-1,-1,-1,3
2019-10-19,1960-01-01 15:02:00,2,3,3,413206106,59,1,1,3,2,3,3,3,1,2,1,3,4,4,3,2,1
2019-10-19,1960-01-01 15:02:00,1,1,3,170902506,57,1,1,1,4,-1,4,4,4,5,3,1,4,5,3,3,1
2019-10-19,1960-01-01 15:06:00,6,2,3,413201907,81,2,0,2,1,2,1,2,2,2,2,2,1,4,2,2,2
2019-10-19,1960-01-01 15:07:00,8,2,3,332306103,69,2,0,3,2,-1,-1,-1,-1,4,-1,3,-1,4,-1,3,-1
2019-10-19,1960-01-01 15:08:00,4,3,3,322105807,64,1,1,2,4,1,2,2,2,4,-1,3,5,5,-1,5,-1
2019-10-19,1960-01-01 15:09:00,1,1,3,90501423,46,1,1,4,4,2,2,2,1,3,-1,4,1,4,4,1,4
2019-10-19,1960-01-01 15:13:00,4,3,3,464001011,70,1,0,2,4,4,4,3,4,4,2,3,4,4,3,4,3
2019-10-19,1960-01-01 15:14:00,1,1,3,120608305,30,2,0,3,4,3,3,2,3,3,-1,1,3,4,3,-1,4
2019-10-19,1960-01-01 15:17:00,6,2,3,271600104,32,2,0,1,2,2,2,2,2,2,-1,4,2,4,2,-1,-1
2019-10-19,1960-01-01 15:19:00,1,1,3,170902911,67,1,0,1,4,3,3,3,2,3,2,3,4,5,2,2,2
2019-10-19,1960-01-01 15:20:00,3,3,3,545300809,64,1,0,1,2,3,4,3,3,2,3,2,4,4,3,3,3
2019-10-19,1960-01-01 15:21:00,1,1,3,30205321,36,2,1,1,5,4,1,3,2,2,3,2,3,2,1,4,4
2019-10-19,1960-01-01 15:27:00,2,3,3,403303020,69,2,1,3,8,4,1,1,1,4,4,4,4,3,4,4,4
2019-10-19,1960-01-01 15:28:00,1,1,3,130608809,74,1,0,1,2,2,3,1,1,5,1,3,1,4,3,5,5
2019-10-19,1960-01-01 15:30:00,1,1,3,170900920,32,1,0,3,5,2,2,3,2,4,2,3,3,4,3,4,4
2019-10-19,1960-01-01 15:30:00,5,3,3,596002607,66,1,0,1,8,1,1,1,1,1,1,1,1,5,1,1,1
2019-10-19,1960-01-01 15:30:00,1,1,3,150802709,20,2,0,3,1,3,3,3,3,3,3,4,3,3,3,3,3
2019-10-19,1960-01-01 15:34:00,4,3,3,443702317,78,2,0,3,8,3,2,3,3,4,2,3,3,4,-1,4,2
2019-10-19,1960-01-01 15:34:00,5,3,3,728301603,65,2,0,2,8,-1,3,4,4,4,4,3,4,4,4,3,4
2019-10-19,1960-01-01 15:35:00,2,3,3,241201920,34,1,1,1,5,-1,3,4,1,3,4,4,4,4,4,3,3
2019-10-19,1960-01-01 15:36:00,4,3,3,342405005,82,1,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5
2019-10-19,1960-01-01 15:40:00,5,3,3,596003520,70,2,0,3,4,3,1,1,1,5,-1,-1,1,5,-1,1,1
2019-10-19,1960-01-01 15:41:00,1,1,3,20206908,77,2,0,3,8,-1,2,-1,3,3,-1,-1,-1,-1,3,3,2
2019-10-19,1960-01-01 15:45:00,3,3,3,565602319,66,2,0,2,2,3,3,1,1,4,4,3,3,4,4,5,4
2019-10-19,1960-01-01 15:46:00,4,3,3,443702319,68,2,1,2,8,4,3,4,3,4,3,3,4,5,3,4,4
2019-10-19,1960-01-01 15:50:00,3,3,3,515201408,60,2,1,2,8,-1,2,3,1,4,-1,3,1,4,4,3,3
2019-10-19,1960-01-01 15:51:00,3,3,3,575801922,70,2,1,3,8,3,2,4,1,3,3,3,4,4,5,3,3
2019-10-19,1960-01-01 15:53:00,1,1,3,90501425,70,2,0,4,8,2,2,2,1,4,4,4,2,3,5,4,4
2019-10-19,1960-01-01 16:01:00,4,3,3,464001012,25,1,1,1,2,2,2,2,-1,3,4,4,2,4,4,4,2
2019-10-19,1960-01-01 16:06:00,1,1,3,170902908,19,2,0,1,1,2,2,2,1,2,3,-1,2,1,4,3,3
2019-10-19,1960-01-01 16:10:00,2,3,3,433504815,47,1,1,1,4,4,4,3,3,3,3,3,3,4,4,3,4
2019-10-19,1960-01-01 16:12:00,8,2,3,332306104,67,2,0,4,8,3,3,-1,3,3,2,3,3,4,2,5,-1
2019-10-19,1960-01-01 16:12:00,4,3,3,443702320,82,2,0,2,2,1,3,2,2,3,3,5,5,3,3,3,3
2019-10-19,1960-01-01 16:15:00,4,3,3,443702321,73,2,0,2,8,3,2,2,4,4,-1,3,2,3,-1,4,-1
2019-10-19,1960-01-01 16:19:00,1,1,3,150802710,60,2,0,3,8,4,2,4,3,2,1,1,3,3,2,4,4
2019-10-19,1960-01-01 16:27:00,1,1,3,20205110,37,2,0,2,4,3,3,3,2,2,2,4,3,5,3,3,4
2019-10-19,1960-01-01 16:29:00,6,2,3,271600106,58,1,1,1,2,1,-1,2,2,3,3,3,2,5,3,3,3
2019-10-19,1960-01-01 16:31:00,1,1,3,60302915,21,2,0,1,1,2,2,2,1,4,2,3,2,3,4,4,4
2019-10-19,1960-01-01 16:35:00,5,3,3,728301604,57,2,0,2,4,-1,2,3,3,3,-1,3,3,4,-1,3,-1
2019-10-19,1960-01-01 16:38:00,4,3,3,443702322,79,2,0,1,8,3,3,3,3,4,3,3,4,4,4,4,3
2019-10-19,1960-01-01 16:39:00,3,3,3,565602320,78,2,0,2,8,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 16:40:00,1,1,3,170900923,38,2,0,3,1,2,2,2,2,2,2,2,2,4,4,2,2
2019-10-19,1960-01-01 16:41:00,1,1,3,211005326,87,1,1,2,8,2,2,3,3,2,-1,2,2,4,3,-1,2
2019-10-19,1960-01-01 16:43:00,1,1,3,130608812,21,1,1,1,1,4,3,3,5,5,1,-1,3,3,5,3,5
2019-10-19,1960-01-01 16:45:00,9,2,3,707904704,31,2,0,2,2,3,-1,4,3,1,3,4,3,3,-1,3,4
2019-10-19,1960-01-01 16:48:00,4,3,3,322105810,30,1,0,2,3,-1,2,-1,2,4,-1,-1,5,5,-1,-1,-1
2019-10-19,1960-01-01 16:51:00,2,3,3,413206116,58,1,1,2,2,1,1,1,1,1,1,1,1,3,1,3,1
2019-10-19,1960-01-01 16:56:00,4,3,3,464001014,39,1,1,1,2,3,2,3,3,4,3,3,3,3,3,3,3
2019-10-19,1960-01-01 17:04:00,1,1,3,20206914,66,2,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 17:11:00,1,1,3,30205804,33,2,1,4,2,3,2,3,2,4,3,3,3,3,4,4,2
2019-10-19,1960-01-01 17:15:00,2,3,3,433504816,50,1,0,1,1,4,3,3,3,4,3,3,4,4,3,4,3
2019-10-19,1960-01-01 17:18:00,4,3,3,332305402,51,2,0,1,2,4,5,4,5,5,2,5,5,5,5,3,-1
2019-10-19,1960-01-01 17:19:00,1,1,3,60302917,63,1,0,1,-3,2,2,3,4,3,3,2,3,4,3,4,4
2019-10-19,1960-01-01 17:20:00,7,2,3,475900511,39,2,1,2,4,2,2,1,2,2,2,2,2,2,4,4,4
2019-10-19,1960-01-01 17:22:00,1,1,3,30205318,50,2,1,3,2,2,2,3,2,3,3,3,3,4,3,3,3
2019-10-19,1960-01-01 17:41:00,5,3,3,728301605,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2019-10-19,1960-01-01 17:41:00,1,1,3,130608814,37,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-19,1960-01-01 17:43:00,9,2,3,707904706,32,2,0,1,4,-1,-1,4,4,3,5,4,4,5,4,3,5
2019-10-19,1960-01-01 17:48:00,3,3,3,565602322,66,1,0,1,2,1,3,3,1,2,3,3,3,4,3,5,5
2019-10-19,1960-01-01 17:48:00,4,3,3,464001015,70,2,0,2,8,3,3,3,3,3,3,3,3,3,3,-1,3
2019-10-19,1960-01-01 17:49:00,4,3,3,342405006,80,1,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5
2019-10-19,1960-01-01 17:50:00,4,3,3,322105811,50,2,0,2,4,1,2,-1,2,4,-1,-1,4,5,2,-1,-1
2019-10-19,1960-01-01 18:07:00,7,2,3,475900510,66,2,0,2,2,2,4,1,2,2,2,2,2,2,2,4,4
2019-10-19,1960-01-01 18:12:00,4,3,3,322105808,28,1,1,3,3,2,2,2,2,4,3,2,4,5,4,2,4
2019-10-19,1960-01-01 18:15:00,2,3,3,433504817,37,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-19,1960-01-01 18:20:00,1,1,3,30205807,50,1,1,2,2,2,2,2,1,4,3,3,2,3,4,5,3
2019-10-19,1960-01-01 18:22:00,4,3,3,464001016,67,2,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 18:29:00,1,1,3,180903912,56,2,1,3,1,3,3,3,1,3,2,3,3,5,3,2,2
2019-10-19,1960-01-01 18:35:00,8,2,3,302003207,55,2,1,3,2,3,2,2,1,1,3,4,3,3,4,2,3
2019-10-19,1960-01-01 18:37:00,3,3,3,575801917,60,2,1,1,2,3,2,3,5,4,3,4,4,4,3,2,3
2019-10-19,1960-01-01 18:37:00,5,3,3,728301606,66,2,0,1,8,2,2,3,3,3,3,4,3,5,4,3,4
2019-10-19,1960-01-01 18:45:00,9,2,3,707904709,60,1,0,1,2,1,1,1,4,3,1,3,1,4,1,2,2
2019-10-19,1960-01-01 18:47:00,6,2,3,413208412,54,2,1,1,4,3,3,3,2,4,3,3,3,5,3,3,3
2019-10-19,1960-01-01 18:57:00,3,3,3,565602316,77,2,0,2,8,3,2,1,1,2,2,3,3,5,3,3,-1
2019-10-19,1960-01-01 19:01:00,4,3,3,464001017,32,2,0,2,4,3,3,3,3,3,3,3,3,3,3,3,3
2019-10-19,1960-01-01 19:08:00,9,2,3,707906814,62,1,0,2,3,4,2,4,4,3,1,3,4,4,3,3,4
2019-10-19,1960-01-01 19:42:00,6,2,3,413208411,27,2,1,1,1,3,3,2,2,3,4,4,3,5,4,5,4
2019-10-19,1960-01-01 19:48:00,5,3,3,728301602,70,1,0,1,4,2,3,3,3,4,3,4,3,4,4,4,4
2019-10-19,1960-01-01 19:50:00,4,3,3,464001019,20,2,0,2,4,4,4,3,4,4,3,4,4,4,4,4,4
2019-10-19,1960-01-01 20:23:00,8,2,3,302003209,38,2,0,3,2,1,4,3,1,3,-1,1,3,-1,4,1,1
2019-10-20,1960-01-01 09:59:00,4,3,3,464004001,43,2,0,3,2,3,4,3,3,4,3,2,3,3,3,4,3
2019-10-20,1960-01-01 10:02:00,8,2,3,332306106,75,2,0,1,8,-1,2,2,1,4,-1,3,3,3,-1,4,-1
2019-10-20,1960-01-01 10:11:00,8,2,3,362206701,51,2,0,1,2,1,1,1,1,5,-1,3,1,3,-1,1,1
2019-10-20,1960-01-01 10:17:00,5,3,3,738001309,76,1,1,1,2,-1,-1,-1,-1,2,3,-1,3,4,-1,2,2
2019-10-20,1960-01-01 10:19:00,2,3,3,403204014,78,2,0,3,8,1,1,1,1,5,1,4,3,5,5,-1,-1
2019-10-20,1960-01-01 10:26:00,4,3,3,342405007,28,1,0,1,1,5,5,5,5,5,5,5,4,5,5,3,5
2019-10-20,1960-01-01 10:27:00,2,3,3,281800309,18,2,0,1,-3,4,3,3,3,3,4,4,3,5,5,4,4
2019-10-20,1960-01-01 11:01:00,4,3,3,464004004,38,2,0,3,4,4,4,4,4,3,4,4,3,4,4,4,-1
2019-10-20,1960-01-01 11:05:00,2,3,3,433504818,69,1,0,1,8,-2,1,-1,-2,-2,-2,-1,-1,1,-1,-2,-1
2019-10-20,1960-01-01 11:11:00,8,2,3,362206702,28,2,1,2,2,2,1,1,1,4,4,4,1,1,3,5,5
2019-10-20,1960-01-01 11:20:00,8,2,3,453600402,81,2,0,2,-3,3,3,3,4,2,4,3,3,3,3,3,4
2019-10-20,1960-01-01 11:22:00,8,2,3,332306111,50,1,1,3,5,4,3,4,2,5,2,3,4,5,2,4,3
2019-10-20,1960-01-01 11:29:00,2,3,3,281800310,80,2,0,3,8,1,1,1,1,1,3,3,1,5,3,5,4
2019-10-20,1960-01-01 11:44:00,4,3,3,464004005,71,2,0,5,4,4,4,4,4,4,2,3,4,4,4,4,4
2019-10-20,1960-01-01 11:47:00,8,2,3,453600404,85,1,0,1,1,3,3,3,2,3,3,2,3,3,3,2,3
2019-10-20,1960-01-01 12:01:00,8,2,3,453600405,71,2,0,2,3,4,2,3,1,3,4,3,3,3,3,4,2
2019-10-20,1960-01-01 12:11:00,2,3,3,403204015,55,1,1,1,2,3,3,3,3,5,3,4,4,5,5,3,3
2019-10-20,1960-01-01 12:18:00,5,3,3,738001305,57,2,1,2,2,1,1,1,1,1,1,1,1,-1,1,1,1
2019-10-20,1960-01-01 12:20:00,4,3,3,464004006,21,2,0,1,1,4,3,3,3,3,3,3,3,3,3,3,3
2019-10-20,1960-01-01 12:27:00,1,1,3,150802712,21,2,0,3,1,4,2,1,1,4,2,2,2,2,4,4,4
2019-10-20,1960-01-01 12:29:00,2,3,3,261502302,41,2,1,2,4,3,3,4,4,4,3,3,4,4,4,4,4
2019-10-20,1960-01-01 12:30:00,2,3,3,433504821,55,1,0,1,2,3,2,-1,1,3,3,3,3,3,1,4,3
2019-10-20,1960-01-01 12:32:00,2,3,3,372701813,32,2,0,3,2,1,3,3,3,3,2,1,3,2,3,2,3
2019-10-20,1960-01-01 12:34:00,2,3,3,281800311,56,2,1,1,1,-2,-2,-2,-2,1,1,3,-1,5,3,2,3
2019-10-20,1960-01-01 12:36:00,3,3,3,545300815,71,2,0,3,2,3,3,4,2,3,1,2,3,5,2,-1,-1
2019-10-20,1960-01-01 12:37:00,8,2,3,453600409,67,1,0,1,2,3,3,2,2,4,3,3,3,5,3,3,2
2019-10-20,1960-01-01 12:38:00,1,1,3,60306908,45,2,1,1,4,1,1,1,1,4,4,2,4,4,-1,4,4
2019-10-20,1960-01-01 12:39:00,1,1,3,90500210,35,2,0,2,4,4,2,3,3,4,3,3,3,3,4,4,4
2019-10-20,1960-01-01 12:42:00,5,3,3,596002610,80,2,0,2,8,4,4,4,4,4,-1,3,4,4,4,-1,-1
2019-10-20,1960-01-01 13:03:00,8,2,3,453600411,79,2,0,1,8,3,4,4,2,1,3,3,3,3,2,3,2
2019-10-20,1960-01-01 13:05:00,7,2,3,636400302,68,1,1,1,4,5,4,5,5,5,1,5,5,5,1,4,1
2019-10-20,1960-01-01 13:08:00,1,1,3,180909301,80,2,0,1,8,3,3,3,3,3,3,3,3,5,3,4,4
2019-10-20,1960-01-01 13:09:00,1,1,3,80504705,46,1,0,1,2,3,1,1,1,1,3,3,1,5,3,-1,-1
2019-10-20,1960-01-01 13:13:00,1,1,3,150802713,20,1,1,3,1,3,2,2,2,3,3,2,4,3,3,4,4
2019-10-20,1960-01-01 13:14:00,4,3,3,464004008,58,1,0,1,2,3,3,3,3,2,3,3,3,3,3,2,3
2019-10-20,1960-01-01 13:14:00,9,2,3,707907904,53,2,1,2,8,3,2,3,2,2,4,4,2,4,-1,4,4
2019-10-20,1960-01-01 13:16:00,5,3,3,738001307,24,2,0,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2019-10-20,1960-01-01 13:22:00,5,3,3,596002611,66,2,0,3,2,1,1,1,1,1,5,5,1,5,5,5,1
2019-10-20,1960-01-01 13:33:00,3,3,3,525101807,65,2,0,1,2,4,4,3,3,4,4,4,4,4,3,4,3
2019-10-20,1960-01-01 13:37:00,8,2,3,453600414,37,2,1,3,6,3,3,3,3,4,3,3,4,4,3,4,4
2019-10-20,1960-01-01 13:39:00,1,1,3,170902907,57,2,1,1,8,3,1,2,2,2,1,3,1,3,2,4,2
2019-10-20,1960-01-01 13:41:00,2,3,3,372701811,20,1,0,3,1,2,2,3,1,3,1,1,3,1,2,4,4
2019-10-20,1960-01-01 13:44:00,3,3,3,545300817,62,2,0,1,2,3,3,3,1,4,3,3,3,4,3,3,3
2019-10-20,1960-01-01 13:49:00,2,3,3,281800313,53,2,1,1,2,1,1,1,1,4,4,2,1,1,1,1,1
